startSnipped,endSnipped,startEnc,endEnc,encDur,encN,startNumEnc,endNumEnc
08-Jun-2022 19:18:00,08-Jun-2022 21:44:51,08-Jun-2022 20:18:00,08-Jun-2022 20:44:51,00:26:51,50,738680.845835436,738680.864483614
09-Jun-2022 02:19:03,09-Jun-2022 04:49:59,09-Jun-2022 03:19:03,09-Jun-2022 03:49:59,00:30:56,51,738681.13823779,738681.159721644
09-Jun-2022 05:00:37,09-Jun-2022 07:14:41,09-Jun-2022 06:00:37,09-Jun-2022 06:14:41,00:14:04,52,738681.250432071,738681.260208125
09-Jun-2022 06:34:25,09-Jun-2022 09:09:41,09-Jun-2022 07:34:25,09-Jun-2022 08:09:41,00:35:15,53,738681.315575891,738681.34006628
09-Jun-2022 14:05:24,09-Jun-2022 17:04:25,09-Jun-2022 15:05:24,09-Jun-2022 16:04:25,00:59:01,54,738681.628756263,738681.669745353
09-Jun-2022 18:27:10,09-Jun-2022 21:04:46,09-Jun-2022 19:27:10,09-Jun-2022 20:04:46,00:37:35,55,738681.81053617,738681.836643603
10-Jun-2022 02:35:24,10-Jun-2022 05:01:57,10-Jun-2022 03:35:24,10-Jun-2022 04:01:57,00:26:32,56,738682.149590718,738682.168025803
10-Jun-2022 07:28:20,10-Jun-2022 09:49:37,10-Jun-2022 08:28:20,10-Jun-2022 08:49:37,00:21:17,57,738682.353011134,738682.367799047
10-Jun-2022 10:10:25,10-Jun-2022 12:59:54,10-Jun-2022 11:10:25,10-Jun-2022 11:59:54,00:49:29,58,738682.465573096,738682.499940867
12-Jun-2022 16:22:27,12-Jun-2022 18:42:31,12-Jun-2022 17:22:27,12-Jun-2022 17:42:31,00:20:04,59,738684.723923888,738684.73786294
12-Jun-2022 18:57:09,12-Jun-2022 21:59:25,12-Jun-2022 19:57:09,12-Jun-2022 20:59:25,01:02:16,60,738684.831354977,738684.874606212
12-Jun-2022 21:48:42,13-Jun-2022 00:00:59,12-Jun-2022 22:48:42,12-Jun-2022 23:00:59,00:12:17,61,738684.950488815,738684.959023352
13-Jun-2022 01:35:08,13-Jun-2022 04:04:56,13-Jun-2022 02:35:08,13-Jun-2022 03:04:56,00:29:48,62,738685.107732056,738685.128428557
13-Jun-2022 03:55:18,13-Jun-2022 07:08:27,13-Jun-2022 04:55:18,13-Jun-2022 06:08:27,01:13:08,63,738685.205080356,738685.255869259
13-Jun-2022 06:05:22,13-Jun-2022 08:21:26,13-Jun-2022 07:05:22,13-Jun-2022 07:21:26,00:16:03,64,738685.295404886,738685.306551451
13-Jun-2022 07:38:02,13-Jun-2022 09:50:17,13-Jun-2022 08:38:02,13-Jun-2022 08:50:17,00:12:14,65,738685.359755578,738685.368261897
13-Jun-2022 09:05:49,13-Jun-2022 11:37:25,13-Jun-2022 10:05:49,13-Jun-2022 10:37:25,00:31:35,66,738685.420713733,738685.442657232
13-Jun-2022 11:08:46,13-Jun-2022 13:45:15,13-Jun-2022 12:08:46,13-Jun-2022 12:45:15,00:36:29,67,738685.506093245,738685.531434385
13-Jun-2022 14:31:34,13-Jun-2022 16:55:33,13-Jun-2022 15:31:34,13-Jun-2022 15:55:33,00:23:58,68,738685.646928904,738685.663580271
13-Jun-2022 17:52:11,13-Jun-2022 20:20:43,13-Jun-2022 18:52:11,13-Jun-2022 19:20:43,00:28:32,69,738685.786240399,738685.806057906
13-Jun-2022 20:16:02,13-Jun-2022 22:39:30,13-Jun-2022 21:16:02,13-Jun-2022 21:39:30,00:23:28,70,738685.886139594,738685.902441857
14-Jun-2022 05:20:32,14-Jun-2022 07:34:59,14-Jun-2022 06:20:32,14-Jun-2022 06:34:59,00:14:26,71,738686.264269127,738686.274301888
14-Jun-2022 07:25:24,14-Jun-2022 09:43:37,14-Jun-2022 08:25:24,14-Jun-2022 08:43:37,00:18:13,72,738686.350979856,738686.363632642
14-Jun-2022 11:51:41,14-Jun-2022 14:05:07,14-Jun-2022 12:51:41,14-Jun-2022 13:05:07,00:13:26,73,738686.535896328,738686.545226529
14-Jun-2022 14:50:56,14-Jun-2022 17:06:47,14-Jun-2022 15:50:56,14-Jun-2022 16:06:47,00:15:50,74,738686.660381821,738686.671383674
14-Jun-2022 20:15:37,14-Jun-2022 22:49:19,14-Jun-2022 21:15:37,14-Jun-2022 21:49:19,00:33:41,75,738686.885847162,738686.909247999
14-Jun-2022 22:50:41,15-Jun-2022 01:05:44,14-Jun-2022 23:50:41,15-Jun-2022 00:05:44,00:15:03,76,738686.993534984,738687.003991875
15-Jun-2022 03:15:17,15-Jun-2022 05:43:31,15-Jun-2022 04:15:17,15-Jun-2022 04:43:31,00:28:14,77,738687.177287763,738687.196897891
15-Jun-2022 06:10:01,15-Jun-2022 08:29:59,15-Jun-2022 07:10:01,15-Jun-2022 07:29:59,00:19:57,78,738687.298634237,738687.312497096
16-Jun-2022 02:10:01,16-Jun-2022 04:34:40,16-Jun-2022 03:10:01,16-Jun-2022 03:34:40,00:24:38,79,738688.131967528,738688.149082688
16-Jun-2022 05:50:15,16-Jun-2022 08:14:45,16-Jun-2022 06:50:15,16-Jun-2022 07:14:45,00:24:30,80,738688.284902065,738688.301918617
16-Jun-2022 07:25:33,16-Jun-2022 09:49:12,16-Jun-2022 08:25:33,16-Jun-2022 08:49:12,00:23:39,81,738688.351080102,738688.367504956
16-Jun-2022 09:59:19,16-Jun-2022 12:25:09,16-Jun-2022 10:59:19,16-Jun-2022 11:25:09,00:25:49,82,738688.45786931,738688.475805947
16-Jun-2022 17:16:11,16-Jun-2022 19:43:35,16-Jun-2022 18:16:11,16-Jun-2022 18:43:35,00:27:24,83,738688.761241231,738688.780271788
16-Jun-2022 19:09:09,16-Jun-2022 21:30:05,16-Jun-2022 20:09:09,16-Jun-2022 20:30:05,00:20:56,84,738688.839692093,738688.854232648
16-Jun-2022 21:16:46,17-Jun-2022 00:09:44,16-Jun-2022 22:16:46,16-Jun-2022 23:09:44,00:52:57,85,738688.928313632,738688.96509453
17-Jun-2022 02:05:57,17-Jun-2022 04:26:53,17-Jun-2022 03:05:57,17-Jun-2022 03:26:53,00:20:56,86,738689.129136041,738689.143679666
17-Jun-2022 04:00:01,17-Jun-2022 06:42:13,17-Jun-2022 05:00:01,17-Jun-2022 05:42:13,00:42:12,87,738689.208347577,738689.237660019
17-Jun-2022 07:55:01,17-Jun-2022 10:29:57,17-Jun-2022 08:55:01,17-Jun-2022 09:29:57,00:34:56,88,738689.37154245,738689.395801929
17-Jun-2022 14:48:39,17-Jun-2022 17:02:33,17-Jun-2022 15:48:39,17-Jun-2022 16:02:33,00:13:54,89,738689.658787532,738689.668447108
17-Jun-2022 16:52:31,17-Jun-2022 19:05:44,17-Jun-2022 17:52:31,17-Jun-2022 18:05:44,00:13:12,90,738689.744810544,738689.753986528
17-Jun-2022 23:36:33,18-Jun-2022 01:59:23,18-Jun-2022 00:36:33,18-Jun-2022 00:59:23,00:22:49,91,738690.02539306,738690.041239523
18-Jun-2022 04:50:37,18-Jun-2022 07:04:15,18-Jun-2022 05:50:37,18-Jun-2022 06:04:15,00:13:38,92,738690.243487649,738690.252962344
18-Jun-2022 18:15:03,18-Jun-2022 20:37:41,18-Jun-2022 19:15:03,18-Jun-2022 19:37:41,00:22:38,93,738690.802118348,738690.817846651
18-Jun-2022 20:35:28,18-Jun-2022 23:02:44,18-Jun-2022 21:35:28,18-Jun-2022 22:02:44,00:27:15,94,738690.89963794,738690.918567526
19-Jun-2022 05:15:57,19-Jun-2022 07:55:35,19-Jun-2022 06:15:57,19-Jun-2022 06:55:35,00:39:38,95,738691.261081151,738691.288609197
19-Jun-2022 07:25:27,19-Jun-2022 10:08:33,19-Jun-2022 08:25:27,19-Jun-2022 09:08:33,00:43:06,96,738691.351015969,738691.380947216
19-Jun-2022 17:26:17,19-Jun-2022 20:22:32,19-Jun-2022 18:26:17,19-Jun-2022 19:22:32,00:56:14,97,738691.768259889,738691.807319764
19-Jun-2022 22:35:43,20-Jun-2022 01:00:31,19-Jun-2022 23:35:43,20-Jun-2022 00:00:31,00:24:47,98,738691.983147206,738692.000359667
20-Jun-2022 03:55:03,20-Jun-2022 06:19:59,20-Jun-2022 04:55:03,20-Jun-2022 05:19:59,00:24:55,99,738692.20490704,738692.222221773
20-Jun-2022 06:01:24,20-Jun-2022 08:19:05,20-Jun-2022 07:01:24,20-Jun-2022 07:19:05,00:17:41,100,738692.292640675,738692.304930284
20-Jun-2022 08:55:04,20-Jun-2022 11:38:30,20-Jun-2022 09:55:04,20-Jun-2022 10:38:30,00:43:25,101,738692.41325071,738692.443409777
20-Jun-2022 10:58:38,20-Jun-2022 13:39:53,20-Jun-2022 11:58:38,20-Jun-2022 12:39:53,00:41:14,102,738692.499056961,738692.527697047
20-Jun-2022 15:40:56,20-Jun-2022 18:18:13,20-Jun-2022 16:40:56,20-Jun-2022 17:18:13,00:37:16,103,738692.695102406,738692.720986956
21-Jun-2022 02:10:56,21-Jun-2022 04:20:58,21-Jun-2022 03:10:56,21-Jun-2022 03:20:58,00:10:01,104,738693.132603911,738693.13956907
21-Jun-2022 13:18:00,21-Jun-2022 15:54:03,21-Jun-2022 14:18:00,21-Jun-2022 14:54:03,00:36:03,105,738693.595833408,738693.620870231
21-Jun-2022 20:01:07,21-Jun-2022 22:29:53,21-Jun-2022 21:01:07,21-Jun-2022 21:29:53,00:28:45,106,738693.875784143,738693.895757656
22-Jun-2022 00:35:45,22-Jun-2022 02:49:59,22-Jun-2022 01:35:45,22-Jun-2022 01:49:59,00:14:13,107,738694.066497778,738694.076380079
22-Jun-2022 05:05:01,22-Jun-2022 07:28:54,22-Jun-2022 06:05:01,22-Jun-2022 06:28:54,00:23:53,108,738694.253483815,738694.270073234
22-Jun-2022 09:05:00,22-Jun-2022 11:19:53,22-Jun-2022 10:05:00,22-Jun-2022 10:19:53,00:14:52,109,738694.420148984,738694.430482518
22-Jun-2022 10:11:09,22-Jun-2022 12:34:50,22-Jun-2022 11:11:09,22-Jun-2022 11:34:50,00:23:41,110,738694.466077254,738694.482531118
22-Jun-2022 12:46:01,22-Jun-2022 15:01:11,22-Jun-2022 13:46:01,22-Jun-2022 14:01:11,00:15:10,111,738694.5736252,738694.584161888
22-Jun-2022 13:40:01,22-Jun-2022 16:08:49,22-Jun-2022 14:40:01,22-Jun-2022 15:08:49,00:28:47,112,738694.611133817,738694.631123451
23-Jun-2022 03:41:01,23-Jun-2022 06:11:54,23-Jun-2022 04:41:01,23-Jun-2022 05:11:54,00:30:53,113,738695.195150811,738695.216599718
23-Jun-2022 06:25:16,23-Jun-2022 10:14:03,23-Jun-2022 07:25:16,23-Jun-2022 09:14:03,01:48:47,114,738695.309213501,738695.384757822
23-Jun-2022 10:25:29,23-Jun-2022 13:13:25,23-Jun-2022 11:25:29,23-Jun-2022 12:13:25,00:47:55,115,738695.476034429,738695.509317962
23-Jun-2022 14:40:31,23-Jun-2022 16:59:12,23-Jun-2022 15:40:31,23-Jun-2022 15:59:12,00:18:40,116,738695.653142024,738695.666111411
23-Jun-2022 17:17:23,23-Jun-2022 19:56:18,23-Jun-2022 18:17:23,23-Jun-2022 18:56:18,00:38:55,117,738695.762074382,738695.789102367
23-Jun-2022 19:50:27,23-Jun-2022 22:12:29,23-Jun-2022 20:50:27,23-Jun-2022 21:12:29,00:22:01,118,738695.86837421,738695.883669773
23-Jun-2022 22:30:28,24-Jun-2022 01:25:19,23-Jun-2022 23:30:28,24-Jun-2022 00:25:19,00:54:50,119,738695.979495642,738696.017582707
24-Jun-2022 00:35:55,24-Jun-2022 03:12:58,24-Jun-2022 01:35:55,24-Jun-2022 02:12:58,00:37:02,120,738696.066616801,738696.092338189
24-Jun-2022 02:06:49,24-Jun-2022 04:34:52,24-Jun-2022 03:06:49,24-Jun-2022 03:34:52,00:28:02,121,738696.129742001,738696.14922035
24-Jun-2022 03:40:41,24-Jun-2022 06:04:58,24-Jun-2022 04:40:41,24-Jun-2022 05:04:58,00:24:16,122,738696.194927952,738696.211791368
24-Jun-2022 13:59:35,24-Jun-2022 16:34:50,24-Jun-2022 14:59:35,24-Jun-2022 15:34:50,00:35:15,123,738696.624717595,738696.649197903
24-Jun-2022 17:31:14,24-Jun-2022 20:52:23,24-Jun-2022 18:31:14,24-Jun-2022 19:52:23,01:21:08,124,738696.771699957,738696.82804406
24-Jun-2022 22:49:27,25-Jun-2022 01:13:18,24-Jun-2022 23:49:27,25-Jun-2022 00:13:18,00:23:51,125,738696.992674366,738697.009238565
25-Jun-2022 01:37:05,25-Jun-2022 04:14:46,25-Jun-2022 02:37:05,25-Jun-2022 03:14:46,00:37:41,126,738697.109091067,738697.135264937
25-Jun-2022 07:35:06,25-Jun-2022 10:03:41,25-Jun-2022 08:35:06,25-Jun-2022 09:03:41,00:28:35,128,738697.357708964,738697.377568877
26-Jun-2022 01:35:00,26-Jun-2022 04:14:04,26-Jun-2022 02:35:00,26-Jun-2022 03:14:04,00:39:03,129,738698.107647991,738698.134776614
26-Jun-2022 04:35:06,26-Jun-2022 07:09:59,26-Jun-2022 05:35:06,26-Jun-2022 06:09:59,00:34:53,130,738698.23271614,738698.256942656
26-Jun-2022 06:01:15,26-Jun-2022 08:44:59,26-Jun-2022 07:01:15,26-Jun-2022 07:44:59,00:43:44,131,738698.292543867,738698.322916166
26-Jun-2022 08:07:35,26-Jun-2022 10:44:10,26-Jun-2022 09:07:35,26-Jun-2022 09:44:10,00:36:35,132,738698.38026631,738698.405676619
26-Jun-2022 13:34:26,26-Jun-2022 16:16:41,26-Jun-2022 14:34:26,26-Jun-2022 15:16:41,00:42:15,134,738698.607246998,738698.636593049
26-Jun-2022 16:33:41,26-Jun-2022 19:09:56,26-Jun-2022 17:33:41,26-Jun-2022 18:09:56,00:36:15,135,738698.731732292,738698.756908376
26-Jun-2022 19:32:02,26-Jun-2022 22:11:20,26-Jun-2022 20:32:02,26-Jun-2022 21:11:20,00:39:17,136,738698.855585667,738698.882876979
27-Jun-2022 00:32:38,27-Jun-2022 02:57:56,27-Jun-2022 01:32:38,27-Jun-2022 01:57:56,00:25:17,137,738699.064338853,738699.081903937
27-Jun-2022 01:35:34,27-Jun-2022 04:03:16,27-Jun-2022 02:35:34,27-Jun-2022 03:03:16,00:27:42,138,738699.108033206,738699.127269489
27-Jun-2022 03:55:33,27-Jun-2022 06:24:59,27-Jun-2022 04:55:33,27-Jun-2022 05:24:59,00:29:25,139,738699.205254406,738699.225684937
27-Jun-2022 14:34:53,27-Jun-2022 16:49:52,27-Jun-2022 15:34:53,27-Jun-2022 15:49:52,00:14:58,140,738699.649232719,738699.659634945
27-Jun-2022 17:15:50,27-Jun-2022 19:29:00,27-Jun-2022 18:15:50,27-Jun-2022 18:29:00,00:13:10,141,738699.760995682,738699.770145081
27-Jun-2022 23:04:39,28-Jun-2022 01:28:47,28-Jun-2022 00:04:39,28-Jun-2022 00:28:47,00:24:07,142,738700.003238569,738700.019990794
28-Jun-2022 01:03:17,28-Jun-2022 03:54:22,28-Jun-2022 02:03:17,28-Jun-2022 02:54:22,00:51:05,143,738700.085617066,738700.121093897
28-Jun-2022 03:25:33,28-Jun-2022 05:56:06,28-Jun-2022 04:25:33,28-Jun-2022 04:56:06,00:30:33,144,738700.184414303,738700.205629965
28-Jun-2022 07:39:30,28-Jun-2022 11:14:57,28-Jun-2022 08:39:30,28-Jun-2022 10:14:57,01:35:27,145,738700.360765494,738700.427056102
28-Jun-2022 13:05:49,28-Jun-2022 15:38:28,28-Jun-2022 14:05:49,28-Jun-2022 14:38:28,00:32:39,146,738700.587374629,738700.610054389
28-Jun-2022 16:27:18,28-Jun-2022 18:58:40,28-Jun-2022 17:27:18,28-Jun-2022 17:58:40,00:31:22,147,738700.727291803,738700.749085005
28-Jun-2022 23:07:18,29-Jun-2022 01:37:30,29-Jun-2022 00:07:18,29-Jun-2022 00:37:30,00:30:12,148,738701.005072798,738701.026052589
29-Jun-2022 05:41:16,29-Jun-2022 08:14:59,29-Jun-2022 06:41:16,29-Jun-2022 07:14:59,00:33:42,149,738701.278668022,738701.302073073
29-Jun-2022 08:25:06,29-Jun-2022 10:39:41,29-Jun-2022 09:25:06,29-Jun-2022 09:39:41,00:14:34,151,738701.392433003,738701.402560291
29-Jun-2022 11:16:42,29-Jun-2022 13:39:20,29-Jun-2022 12:16:42,29-Jun-2022 12:39:20,00:22:38,152,738701.511598489,738701.527321086
29-Jun-2022 15:33:16,29-Jun-2022 18:14:46,29-Jun-2022 16:33:16,29-Jun-2022 17:14:46,00:41:29,153,738701.689775835,738701.718590193
29-Jun-2022 19:30:35,29-Jun-2022 21:57:41,29-Jun-2022 20:30:35,29-Jun-2022 20:57:41,00:27:06,154,738701.854573936,738701.873402031
29-Jun-2022 22:21:54,30-Jun-2022 01:02:55,29-Jun-2022 23:21:54,30-Jun-2022 00:02:55,00:41:01,156,738701.973543615,738702.002035284
30-Jun-2022 01:19:14,30-Jun-2022 03:39:46,30-Jun-2022 02:19:14,30-Jun-2022 02:39:46,00:20:32,157,738702.096691179,738702.110954955
30-Jun-2022 03:07:48,30-Jun-2022 05:26:41,30-Jun-2022 04:07:48,30-Jun-2022 04:26:41,00:18:52,158,738702.172086751,738702.185200043
30-Jun-2022 05:28:33,30-Jun-2022 07:39:59,30-Jun-2022 06:28:33,30-Jun-2022 06:39:59,00:11:26,159,738702.269828841,738702.277773287
30-Jun-2022 10:30:01,30-Jun-2022 13:03:27,30-Jun-2022 11:30:01,30-Jun-2022 12:03:27,00:33:25,160,738702.479188849,738702.502399324
30-Jun-2022 14:25:05,30-Jun-2022 16:53:33,30-Jun-2022 15:25:05,30-Jun-2022 15:53:33,00:28:27,161,738702.642429879,738702.662191846
30-Jun-2022 17:20:39,30-Jun-2022 19:55:39,30-Jun-2022 18:20:39,30-Jun-2022 18:55:39,00:34:59,162,738702.76434837,738702.788651108
30-Jun-2022 19:57:30,30-Jun-2022 22:43:34,30-Jun-2022 20:57:30,30-Jun-2022 21:43:34,00:46:04,163,738702.873264573,738702.905255637
30-Jun-2022 22:47:22,01-Jul-2022 01:13:11,30-Jun-2022 23:47:22,01-Jul-2022 00:13:11,00:25:49,164,738702.991228415,738703.00916396
01-Jul-2022 00:55:46,01-Jul-2022 03:43:17,01-Jul-2022 01:55:46,01-Jul-2022 02:43:17,00:47:30,165,738703.080401393,738703.113392515
01-Jul-2022 05:15:00,01-Jul-2022 07:43:48,01-Jul-2022 06:15:00,01-Jul-2022 06:43:48,00:28:47,166,738703.260424356,738703.280417285
01-Jul-2022 07:00:36,01-Jul-2022 09:19:14,01-Jul-2022 08:00:36,01-Jul-2022 08:19:14,00:18:38,167,738703.333750148,738703.346696898
01-Jul-2022 12:10:16,01-Jul-2022 14:50:30,01-Jul-2022 13:10:16,01-Jul-2022 13:50:30,00:40:14,168,738703.548804861,738703.576745897
01-Jul-2022 14:33:16,01-Jul-2022 17:20:13,01-Jul-2022 15:33:16,01-Jul-2022 16:20:13,00:46:57,169,738703.648103663,738703.680708139
01-Jul-2022 20:10:56,01-Jul-2022 22:41:07,01-Jul-2022 21:10:56,01-Jul-2022 21:41:07,00:30:10,170,738703.882603063,738703.903556074
02-Jul-2022 00:49:52,02-Jul-2022 03:09:51,02-Jul-2022 01:49:52,02-Jul-2022 02:09:51,00:19:59,171,738704.076304141,738704.090182153
02-Jul-2022 02:09:14,02-Jul-2022 04:36:10,02-Jul-2022 03:09:14,02-Jul-2022 03:36:10,00:26:55,172,738704.131418412,738704.150121708
02-Jul-2022 03:53:34,02-Jul-2022 06:23:28,02-Jul-2022 04:53:34,02-Jul-2022 05:23:28,00:29:54,173,738704.203872385,738704.2246392
02-Jul-2022 07:05:09,02-Jul-2022 09:44:59,02-Jul-2022 08:05:09,02-Jul-2022 08:44:59,00:39:49,174,738704.336918418,738704.364579615
02-Jul-2022 08:25:00,02-Jul-2022 10:44:55,02-Jul-2022 09:25:00,02-Jul-2022 09:44:55,00:19:55,175,738704.392363193,738704.406197313
02-Jul-2022 16:51:13,02-Jul-2022 19:23:37,02-Jul-2022 17:51:13,02-Jul-2022 18:23:37,00:32:24,176,738704.743900476,738704.766410683
03-Jul-2022 07:05:13,03-Jul-2022 09:44:10,03-Jul-2022 08:05:13,03-Jul-2022 08:44:10,00:38:56,177,738705.336966426,738705.364010353
03-Jul-2022 14:05:26,03-Jul-2022 16:33:57,03-Jul-2022 15:05:26,03-Jul-2022 15:33:57,00:28:30,179,738705.628783521,738705.648586285
03-Jul-2022 19:25:07,03-Jul-2022 22:08:51,03-Jul-2022 20:25:07,03-Jul-2022 21:08:51,00:43:44,180,738705.850779897,738705.881153848
03-Jul-2022 21:58:36,04-Jul-2022 00:16:44,03-Jul-2022 22:58:36,03-Jul-2022 23:16:44,00:18:08,181,738705.957365543,738705.969960733
