startSnipped,endSnipped,startEnc,endEnc,encDur,encN,startNumEnc,endNumEnc
11-Aug-2021 10:50:00,11-Aug-2021 13:32:53,11-Aug-2021 11:50:00,11-Aug-2021 12:32:53,00:42:53,100,738379.493057207,738379.522841425
11-Aug-2021 12:11:20,11-Aug-2021 14:27:49,11-Aug-2021 13:11:20,11-Aug-2021 13:27:49,00:16:28,101,738379.549541848,738379.56098472
11-Aug-2021 14:00:40,11-Aug-2021 17:47:46,11-Aug-2021 15:00:40,11-Aug-2021 16:47:46,01:47:06,102,738379.62546516,738379.699840195
11-Aug-2021 19:26:50,11-Aug-2021 22:05:42,11-Aug-2021 20:26:50,11-Aug-2021 21:05:42,00:38:51,103,738379.851975772,738379.878964173
11-Aug-2021 23:02:31,12-Aug-2021 02:19:06,12-Aug-2021 00:02:31,12-Aug-2021 01:19:06,01:16:35,104,738380.001755645,738380.05494212
12-Aug-2021 02:03:28,12-Aug-2021 04:34:55,12-Aug-2021 03:03:28,12-Aug-2021 03:34:55,00:31:27,105,738380.127414249,738380.149257412
12-Aug-2021 05:12:14,12-Aug-2021 08:00:19,12-Aug-2021 06:12:14,12-Aug-2021 07:00:19,00:48:04,106,738380.258503069,738380.29189334
12-Aug-2021 07:35:09,12-Aug-2021 10:13:59,12-Aug-2021 08:35:09,12-Aug-2021 09:13:59,00:38:49,107,738380.357754491,738380.384711332
12-Aug-2021 09:04:10,12-Aug-2021 12:18:02,12-Aug-2021 10:04:10,12-Aug-2021 11:18:02,01:13:52,108,738380.419563246,738380.470864173
12-Aug-2021 16:59:06,12-Aug-2021 19:54:20,12-Aug-2021 17:59:06,12-Aug-2021 18:54:20,00:55:14,109,738380.749378376,738380.787738425
12-Aug-2021 20:15:48,12-Aug-2021 22:49:49,12-Aug-2021 21:15:48,12-Aug-2021 21:49:49,00:34:00,110,738380.885979454,738380.909597724
12-Aug-2021 23:19:10,13-Aug-2021 01:55:48,13-Aug-2021 00:19:10,13-Aug-2021 00:55:48,00:36:37,111,738381.013316181,738381.03875133
13-Aug-2021 02:14:12,13-Aug-2021 04:48:29,13-Aug-2021 03:14:12,13-Aug-2021 03:48:29,00:34:16,112,738381.134867324,738381.15867248
13-Aug-2021 06:50:13,13-Aug-2021 09:45:53,13-Aug-2021 07:50:13,13-Aug-2021 08:45:53,00:55:39,113,738381.326547074,738381.365202118
13-Aug-2021 10:14:55,13-Aug-2021 13:04:59,13-Aug-2021 11:14:55,13-Aug-2021 12:04:59,00:50:04,114,738381.468697064,738381.503470406
13-Aug-2021 15:51:29,13-Aug-2021 18:13:39,13-Aug-2021 16:51:29,13-Aug-2021 17:13:39,00:22:09,115,738381.702425227,738381.717816813
14-Aug-2021 00:24:07,14-Aug-2021 02:47:22,14-Aug-2021 01:24:07,14-Aug-2021 01:47:22,00:23:15,116,738382.058420915,738382.074567702
14-Aug-2021 07:44:41,14-Aug-2021 10:16:11,14-Aug-2021 08:44:41,14-Aug-2021 09:16:11,00:31:30,119,738382.364370309,738382.386248598
14-Aug-2021 09:55:00,14-Aug-2021 12:50:55,14-Aug-2021 10:55:00,14-Aug-2021 11:50:55,00:55:54,120,738382.454864508,738382.49369446
14-Aug-2021 11:36:57,14-Aug-2021 14:34:13,14-Aug-2021 12:36:57,14-Aug-2021 13:34:13,00:57:15,121,738382.525665149,738382.56542851
14-Aug-2021 14:59:32,14-Aug-2021 17:28:39,14-Aug-2021 15:59:32,14-Aug-2021 16:28:39,00:29:06,122,738382.666353697,738382.686563269
14-Aug-2021 18:15:47,14-Aug-2021 21:00:49,14-Aug-2021 19:15:47,14-Aug-2021 20:00:49,00:45:02,123,738382.802632951,738382.833907775
14-Aug-2021 21:19:30,15-Aug-2021 00:45:25,14-Aug-2021 22:19:30,14-Aug-2021 23:45:25,01:25:54,124,738382.930215489,738382.989874699
15-Aug-2021 00:56:52,15-Aug-2021 03:17:29,15-Aug-2021 01:56:52,15-Aug-2021 02:17:29,00:20:36,125,738383.081164308,738383.095476179
15-Aug-2021 02:36:36,15-Aug-2021 05:05:43,15-Aug-2021 03:36:36,15-Aug-2021 04:05:43,00:29:07,126,738383.150416759,738383.170644874
15-Aug-2021 11:55:05,15-Aug-2021 14:22:51,15-Aug-2021 12:55:05,15-Aug-2021 13:22:51,00:27:45,127,738383.538258992,738383.557539627
15-Aug-2021 15:01:43,15-Aug-2021 18:11:55,15-Aug-2021 16:01:43,15-Aug-2021 17:11:55,01:10:12,128,738383.667868103,738383.716618194
15-Aug-2021 21:10:12,15-Aug-2021 23:40:24,15-Aug-2021 22:10:12,15-Aug-2021 22:40:24,00:30:12,129,738383.923755226,738383.944728138
15-Aug-2021 23:37:13,16-Aug-2021 02:25:32,16-Aug-2021 00:37:13,16-Aug-2021 01:25:32,00:48:19,130,738384.025852155,738384.059405933
16-Aug-2021 01:52:18,16-Aug-2021 05:29:09,16-Aug-2021 02:52:18,16-Aug-2021 04:29:09,01:36:51,131,738384.119657271,738384.186914668
16-Aug-2021 15:16:16,16-Aug-2021 17:39:59,16-Aug-2021 16:16:16,16-Aug-2021 16:39:59,00:23:42,133,738384.677971025,738384.694439236
16-Aug-2021 21:50:43,17-Aug-2021 00:06:58,16-Aug-2021 22:50:43,16-Aug-2021 23:06:58,00:16:15,134,738384.951886984,738384.963179758
17-Aug-2021 02:30:01,17-Aug-2021 04:55:45,17-Aug-2021 03:30:01,17-Aug-2021 03:55:45,00:25:43,135,738385.145848224,738385.163717201
17-Aug-2021 07:01:35,17-Aug-2021 09:29:59,17-Aug-2021 08:01:35,17-Aug-2021 08:29:59,00:28:24,137,738385.334439988,738385.354163307
17-Aug-2021 08:55:35,17-Aug-2021 11:44:11,17-Aug-2021 09:55:35,17-Aug-2021 10:44:11,00:48:36,138,738385.413603894,738385.447358972
17-Aug-2021 14:26:13,17-Aug-2021 17:03:11,17-Aug-2021 15:26:13,17-Aug-2021 16:03:11,00:36:58,139,738385.643213647,738385.668888448
17-Aug-2021 17:09:49,17-Aug-2021 19:57:32,17-Aug-2021 18:09:49,17-Aug-2021 18:57:32,00:47:43,140,738385.756820126,738385.789963296
17-Aug-2021 22:33:27,18-Aug-2021 01:05:37,17-Aug-2021 23:33:27,18-Aug-2021 00:05:37,00:32:10,141,738385.981571068,738386.003909944
18-Aug-2021 00:24:55,18-Aug-2021 02:55:17,18-Aug-2021 01:24:55,18-Aug-2021 01:55:17,00:30:22,142,738386.058973061,738386.080068311
18-Aug-2021 04:43:40,18-Aug-2021 07:45:47,18-Aug-2021 05:43:40,18-Aug-2021 06:45:47,01:02:06,143,738386.238666681,738386.281796907
18-Aug-2021 08:30:05,18-Aug-2021 10:51:42,18-Aug-2021 09:30:05,18-Aug-2021 09:51:42,00:21:37,144,738386.39589372,738386.410908537
18-Aug-2021 13:09:49,18-Aug-2021 15:54:42,18-Aug-2021 14:09:49,18-Aug-2021 14:54:42,00:44:53,146,738386.590156195,738386.621326456
18-Aug-2021 19:23:39,18-Aug-2021 21:46:20,18-Aug-2021 20:23:39,18-Aug-2021 20:46:20,00:22:40,147,738386.849768107,738386.865518202
18-Aug-2021 22:24:20,19-Aug-2021 00:52:02,18-Aug-2021 23:24:20,18-Aug-2021 23:52:02,00:27:41,148,738386.975238846,738386.994468337
19-Aug-2021 11:08:38,19-Aug-2021 14:24:44,19-Aug-2021 12:08:38,19-Aug-2021 13:24:44,01:16:05,150,738387.506002694,738387.558848848
19-Aug-2021 21:23:04,19-Aug-2021 23:55:06,19-Aug-2021 22:23:04,19-Aug-2021 22:55:06,00:32:01,151,738387.932693975,738387.954931727
20-Aug-2021 00:46:16,20-Aug-2021 03:15:37,20-Aug-2021 01:46:16,20-Aug-2021 02:15:37,00:29:21,152,738388.073798107,738388.09418488
20-Aug-2021 03:46:52,20-Aug-2021 06:14:29,20-Aug-2021 04:46:52,20-Aug-2021 05:14:29,00:27:37,153,738388.19921625,738388.21840047
20-Aug-2021 05:01:49,20-Aug-2021 07:34:13,20-Aug-2021 06:01:49,20-Aug-2021 06:34:13,00:32:24,154,738388.251266717,738388.273769124
20-Aug-2021 07:01:38,20-Aug-2021 09:31:33,20-Aug-2021 08:01:38,20-Aug-2021 08:31:33,00:29:55,155,738388.334478802,738388.355254311
20-Aug-2021 09:40:17,20-Aug-2021 12:18:24,20-Aug-2021 10:40:17,20-Aug-2021 11:18:24,00:38:07,156,738388.444648564,738388.471119728
20-Aug-2021 14:45:09,20-Aug-2021 17:38:04,20-Aug-2021 15:45:09,20-Aug-2021 16:38:04,00:52:54,157,738388.656363842,738388.693109068
20-Aug-2021 19:11:56,20-Aug-2021 21:54:43,20-Aug-2021 20:11:56,20-Aug-2021 20:54:43,00:42:46,158,738388.84162159,738388.871332188
20-Aug-2021 21:18:13,20-Aug-2021 23:53:54,20-Aug-2021 22:18:13,20-Aug-2021 22:53:54,00:35:41,159,738388.929318003,738388.954107363
21-Aug-2021 00:06:48,21-Aug-2021 02:36:51,21-Aug-2021 01:06:48,21-Aug-2021 01:36:51,00:30:03,160,738389.046392722,738389.067265657
21-Aug-2021 05:20:07,21-Aug-2021 09:02:59,21-Aug-2021 06:20:07,21-Aug-2021 08:02:59,01:42:52,161,738389.263969985,738389.335410348
21-Aug-2021 09:10:00,21-Aug-2021 12:06:13,21-Aug-2021 10:10:00,21-Aug-2021 11:06:13,00:56:13,162,738389.423613657,738389.462658016
21-Aug-2021 14:32:14,21-Aug-2021 16:53:29,21-Aug-2021 15:32:14,21-Aug-2021 15:53:29,00:21:14,163,738389.647395803,738389.662151239
22-Aug-2021 03:45:00,22-Aug-2021 06:34:22,22-Aug-2021 04:45:00,22-Aug-2021 05:34:22,00:49:21,164,738390.197925524,738390.23220727
22-Aug-2021 05:51:53,22-Aug-2021 08:22:41,22-Aug-2021 06:51:53,22-Aug-2021 07:22:41,00:30:47,165,738390.28603543,738390.307419313
22-Aug-2021 14:05:02,22-Aug-2021 16:40:11,22-Aug-2021 15:05:02,22-Aug-2021 15:40:11,00:35:09,166,738390.628496868,738390.652907831
22-Aug-2021 17:29:21,22-Aug-2021 19:50:52,22-Aug-2021 18:29:21,22-Aug-2021 18:50:52,00:21:30,167,738390.77038893,738390.785324751
22-Aug-2021 19:50:18,22-Aug-2021 22:36:20,22-Aug-2021 20:50:18,22-Aug-2021 21:36:20,00:46:01,168,738390.868270147,738390.900234082
23-Aug-2021 01:01:36,23-Aug-2021 03:51:41,23-Aug-2021 02:01:36,23-Aug-2021 02:51:41,00:50:04,169,738391.084453061,738391.119232928
23-Aug-2021 03:30:20,23-Aug-2021 06:48:03,23-Aug-2021 04:30:20,23-Aug-2021 05:48:03,01:17:43,170,738391.187734692,738391.241711785
23-Aug-2021 06:15:51,23-Aug-2021 08:49:22,23-Aug-2021 07:15:51,23-Aug-2021 07:49:22,00:33:31,171,738391.302675928,738391.3259568
23-Aug-2021 14:45:42,23-Aug-2021 17:15:02,23-Aug-2021 15:45:42,23-Aug-2021 16:15:02,00:29:20,172,738391.656745542,738391.677117275
23-Aug-2021 18:48:35,23-Aug-2021 21:09:35,23-Aug-2021 19:48:35,23-Aug-2021 20:09:35,00:21:00,174,738391.825408844,738391.839996161
23-Aug-2021 21:45:56,24-Aug-2021 00:35:34,23-Aug-2021 22:45:56,23-Aug-2021 23:35:34,00:49:37,175,738391.948575972,738391.983032738
24-Aug-2021 00:57:00,24-Aug-2021 03:16:22,24-Aug-2021 01:57:00,24-Aug-2021 02:16:22,00:19:21,176,738392.081251166,738392.094700056
25-Aug-2021 01:10:13,25-Aug-2021 03:51:46,25-Aug-2021 02:10:13,25-Aug-2021 02:51:46,00:41:32,177,738393.090438127,738393.119291298
25-Aug-2021 04:10:00,25-Aug-2021 06:24:58,25-Aug-2021 05:10:00,25-Aug-2021 05:24:58,00:14:58,178,738393.21527928,738393.225678875
25-Aug-2021 10:03:19,25-Aug-2021 13:07:15,25-Aug-2021 11:03:19,25-Aug-2021 12:07:15,01:03:56,179,738393.460638754,738393.505046224
25-Aug-2021 14:40:59,25-Aug-2021 17:09:18,25-Aug-2021 15:40:59,25-Aug-2021 16:09:18,00:28:18,180,738393.653472188,738393.673128328
25-Aug-2021 16:36:16,25-Aug-2021 19:37:54,25-Aug-2021 17:36:16,25-Aug-2021 18:37:54,01:01:37,181,738393.733528898,738393.776322629
25-Aug-2021 19:44:57,25-Aug-2021 22:51:51,25-Aug-2021 20:44:57,25-Aug-2021 21:51:51,01:06:54,182,738393.864550891,738393.911013547
25-Aug-2021 22:47:05,26-Aug-2021 01:10:20,25-Aug-2021 23:47:05,26-Aug-2021 00:10:20,00:23:15,183,738393.991035608,738394.007182573
26-Aug-2021 03:45:01,26-Aug-2021 06:04:27,26-Aug-2021 04:45:01,26-Aug-2021 05:04:27,00:19:26,184,738394.19792949,738394.211426904
26-Aug-2021 04:50:42,26-Aug-2021 07:32:04,26-Aug-2021 05:50:42,26-Aug-2021 06:32:04,00:41:21,185,738394.243546608,738394.272272851
26-Aug-2021 07:21:27,26-Aug-2021 10:06:05,26-Aug-2021 08:21:27,26-Aug-2021 09:06:05,00:44:38,186,738394.34822977,738394.379226488
26-Aug-2021 10:57:16,26-Aug-2021 13:30:20,26-Aug-2021 11:57:16,26-Aug-2021 12:30:20,00:33:04,187,738394.498104494,738394.521071617
26-Aug-2021 13:37:59,26-Aug-2021 16:49:43,26-Aug-2021 14:37:59,26-Aug-2021 15:49:43,01:11:44,188,738394.609719516,738394.659535154
26-Aug-2021 17:10:12,26-Aug-2021 19:47:28,26-Aug-2021 18:10:12,26-Aug-2021 18:47:28,00:37:15,189,738394.757085285,738394.782964525
26-Aug-2021 22:40:54,27-Aug-2021 00:55:00,26-Aug-2021 23:40:54,26-Aug-2021 23:55:00,00:14:05,190,738394.986741814,738394.996533406
