time (UTC),latitude (degrees_north),BEUTI (mmol m-1 s-1)
2011-11-15T00:00:00Z,33.0,0.101
2011-11-15T00:00:00Z,34.0,0.217
2011-11-15T00:00:00Z,35.0,0.799
2011-11-15T00:00:00Z,36.0,1.927
2011-11-15T00:00:00Z,37.0,1.819
2011-11-15T00:00:00Z,38.0,2.864
2011-11-15T00:00:00Z,39.0,3.759
2011-11-15T00:00:00Z,40.0,-0.91
2011-11-15T00:00:00Z,41.0,-2.199
2011-11-15T00:00:00Z,42.0,-4.321
2011-11-15T00:00:00Z,43.0,-2.089
2011-11-15T00:00:00Z,44.0,-2.036
2011-11-15T00:00:00Z,45.0,-1.497
2011-11-15T00:00:00Z,46.0,-0.766
2011-11-15T00:00:00Z,47.0,-3.036
2011-12-15T00:00:00Z,31.0,0.184
2011-12-15T00:00:00Z,32.0,0.128
2011-12-15T00:00:00Z,33.0,0.41
2011-12-15T00:00:00Z,34.0,0.417
2011-12-15T00:00:00Z,35.0,0.385
2011-12-15T00:00:00Z,36.0,0.374
2011-12-15T00:00:00Z,37.0,-0.691
2011-12-15T00:00:00Z,38.0,3.028
2011-12-15T00:00:00Z,39.0,11.095
2011-12-15T00:00:00Z,40.0,13.709
2011-12-15T00:00:00Z,41.0,10.836
2011-12-15T00:00:00Z,42.0,10.707
2011-12-15T00:00:00Z,43.0,6.272
2011-12-15T00:00:00Z,44.0,-0.814
2011-12-15T00:00:00Z,45.0,3.266
2011-12-15T00:00:00Z,46.0,-1.355
2011-12-15T00:00:00Z,47.0,-3.062
2012-01-15T00:00:00Z,31.0,0.792
2012-01-15T00:00:00Z,32.0,0.356
2012-01-15T00:00:00Z,33.0,0.956
2012-01-15T00:00:00Z,34.0,0.797
2012-01-15T00:00:00Z,35.0,2.73
2012-01-15T00:00:00Z,36.0,2.501
2012-01-15T00:00:00Z,37.0,3.743
2012-01-15T00:00:00Z,38.0,2.775
2012-01-15T00:00:00Z,39.0,2.599
2012-01-15T00:00:00Z,40.0,0.181
2012-01-15T00:00:00Z,41.0,-3.409
2012-01-15T00:00:00Z,42.0,-8.093
2012-01-15T00:00:00Z,43.0,-7.976
2012-01-15T00:00:00Z,44.0,-9.346
2012-01-15T00:00:00Z,45.0,-10.551
2012-01-15T00:00:00Z,46.0,-5.841
2012-01-15T00:00:00Z,47.0,-16.877
2012-02-15T00:00:00Z,31.0,2.21
2012-02-15T00:00:00Z,32.0,1.058
2012-02-15T00:00:00Z,33.0,2.282
2012-02-15T00:00:00Z,34.0,5.572
2012-02-15T00:00:00Z,35.0,11.554
2012-02-15T00:00:00Z,36.0,13.584
2012-02-15T00:00:00Z,37.0,20.011
2012-02-15T00:00:00Z,38.0,16.775
2012-02-15T00:00:00Z,39.0,20.855
2012-02-15T00:00:00Z,40.0,14.829
2012-02-15T00:00:00Z,41.0,8.573
2012-02-15T00:00:00Z,42.0,10.078
2012-02-15T00:00:00Z,43.0,6.224
2012-02-15T00:00:00Z,44.0,-1.133
2012-02-15T00:00:00Z,45.0,0.562
2012-02-15T00:00:00Z,46.0,0.422
2012-02-15T00:00:00Z,47.0,-4.101
2012-03-15T00:00:00Z,31.0,4.719
2012-03-15T00:00:00Z,32.0,2.592
2012-03-15T00:00:00Z,33.0,3.29
2012-03-15T00:00:00Z,34.0,4.823
2012-03-15T00:00:00Z,35.0,4.335
2012-03-15T00:00:00Z,36.0,1.553
2012-03-15T00:00:00Z,37.0,0.814
2012-03-15T00:00:00Z,38.0,-3.345
2012-03-15T00:00:00Z,39.0,-0.643
2012-03-15T00:00:00Z,40.0,-5.401
2012-03-15T00:00:00Z,41.0,-7.703
2012-03-15T00:00:00Z,42.0,-7.013
2012-03-15T00:00:00Z,43.0,-11.123
2012-03-15T00:00:00Z,44.0,-11.776
2012-03-15T00:00:00Z,45.0,-14.831
2012-03-15T00:00:00Z,46.0,-2.306
2012-03-15T00:00:00Z,47.0,-16.321
2012-04-15T00:00:00Z,31.0,2.738
2012-04-15T00:00:00Z,32.0,1.955
2012-04-15T00:00:00Z,33.0,2.121
2012-04-15T00:00:00Z,34.0,7.529
2012-04-15T00:00:00Z,35.0,15.102
2012-04-15T00:00:00Z,36.0,16.992
2012-04-15T00:00:00Z,37.0,11.035
2012-04-15T00:00:00Z,38.0,6.392
2012-04-15T00:00:00Z,39.0,9.997
2012-04-15T00:00:00Z,40.0,4.827
2012-04-15T00:00:00Z,41.0,-2.029
2012-04-15T00:00:00Z,42.0,-0.496
2012-04-15T00:00:00Z,43.0,-4.471
2012-04-15T00:00:00Z,44.0,-4.297
2012-04-15T00:00:00Z,45.0,-3.867
2012-04-15T00:00:00Z,46.0,-0.095
2012-04-15T00:00:00Z,47.0,-5.826
2012-05-15T00:00:00Z,31.0,2.629
2012-05-15T00:00:00Z,32.0,1.594
2012-05-15T00:00:00Z,33.0,1.425
2012-05-15T00:00:00Z,34.0,9.007
2012-05-15T00:00:00Z,35.0,21.47
2012-05-15T00:00:00Z,36.0,19.663
2012-05-15T00:00:00Z,37.0,25.262
2012-05-15T00:00:00Z,38.0,17.049
2012-05-15T00:00:00Z,39.0,32.041
2012-05-15T00:00:00Z,40.0,19.713
2012-05-15T00:00:00Z,41.0,21.829
2012-05-15T00:00:00Z,42.0,19.385
2012-05-15T00:00:00Z,43.0,12.239
2012-05-15T00:00:00Z,44.0,2.903
2012-05-15T00:00:00Z,45.0,4.752
2012-05-15T00:00:00Z,46.0,2.353
2012-05-15T00:00:00Z,47.0,1.874
2012-06-15T00:00:00Z,31.0,1.4
2012-06-15T00:00:00Z,32.0,0.862
2012-06-15T00:00:00Z,33.0,0.699
2012-06-15T00:00:00Z,34.0,3.473
2012-06-15T00:00:00Z,35.0,9.777
2012-06-15T00:00:00Z,36.0,13.848
2012-06-15T00:00:00Z,37.0,18.337
2012-06-15T00:00:00Z,38.0,21.78
2012-06-15T00:00:00Z,39.0,29.181
2012-06-15T00:00:00Z,40.0,20.571
2012-06-15T00:00:00Z,41.0,14.485
2012-06-15T00:00:00Z,42.0,10.494
2012-06-15T00:00:00Z,43.0,5.284
2012-06-15T00:00:00Z,44.0,0.478
2012-06-15T00:00:00Z,45.0,0.762
2012-06-15T00:00:00Z,46.0,0.096
2012-06-15T00:00:00Z,47.0,0.013
2012-07-15T00:00:00Z,31.0,0.919
2012-07-15T00:00:00Z,32.0,0.472
2012-07-15T00:00:00Z,33.0,0.099
2012-07-15T00:00:00Z,34.0,0.892
2012-07-15T00:00:00Z,35.0,3.299
2012-07-15T00:00:00Z,36.0,4.411
2012-07-15T00:00:00Z,37.0,7.178
2012-07-15T00:00:00Z,38.0,10.787
2012-07-15T00:00:00Z,39.0,17.74
2012-07-15T00:00:00Z,40.0,17.58
2012-07-15T00:00:00Z,41.0,9.781
2012-07-15T00:00:00Z,42.0,9.158
2012-07-15T00:00:00Z,43.0,5.111
2012-07-15T00:00:00Z,44.0,2.191
2012-07-15T00:00:00Z,45.0,2.482
2012-07-15T00:00:00Z,46.0,2.439
2012-07-15T00:00:00Z,47.0,3.253
2012-08-15T00:00:00Z,31.0,0.632
2012-08-15T00:00:00Z,32.0,0.101
2012-08-15T00:00:00Z,33.0,0.007
2012-08-15T00:00:00Z,34.0,0.185
2012-08-15T00:00:00Z,35.0,2.129
2012-08-15T00:00:00Z,36.0,3.354
2012-08-15T00:00:00Z,37.0,3.545
2012-08-15T00:00:00Z,38.0,5.92
2012-08-15T00:00:00Z,39.0,8.836
2012-08-15T00:00:00Z,40.0,8.136
2012-08-15T00:00:00Z,41.0,6.239
2012-08-15T00:00:00Z,42.0,8.189
2012-08-15T00:00:00Z,43.0,5.955
2012-08-15T00:00:00Z,44.0,2.699
2012-08-15T00:00:00Z,45.0,2.375
2012-08-15T00:00:00Z,46.0,2.265
2012-08-15T00:00:00Z,47.0,2.213
2012-09-15T00:00:00Z,31.0,0.708
2012-09-15T00:00:00Z,32.0,0.123
2012-09-15T00:00:00Z,33.0,0.007
2012-09-15T00:00:00Z,34.0,0.062
2012-09-15T00:00:00Z,35.0,0.742
2012-09-15T00:00:00Z,36.0,1.861
2012-09-15T00:00:00Z,37.0,2.249
2012-09-15T00:00:00Z,38.0,2.728
2012-09-15T00:00:00Z,39.0,5.24
2012-09-15T00:00:00Z,40.0,8.099
2012-09-15T00:00:00Z,41.0,6.69
2012-09-15T00:00:00Z,42.0,8.299
2012-09-15T00:00:00Z,43.0,7.336
2012-09-15T00:00:00Z,44.0,3.731
2012-09-15T00:00:00Z,45.0,2.184
2012-09-15T00:00:00Z,46.0,1.136
2012-09-15T00:00:00Z,47.0,0.711
2012-10-15T00:00:00Z,31.0,0.631
2012-10-15T00:00:00Z,32.0,0.134
2012-10-15T00:00:00Z,33.0,0.007
2012-10-15T00:00:00Z,34.0,0.015
2012-10-15T00:00:00Z,35.0,0.107
2012-10-15T00:00:00Z,36.0,0.225
2012-10-15T00:00:00Z,37.0,0.418
2012-10-15T00:00:00Z,38.0,1.121
2012-10-15T00:00:00Z,39.0,1.631
2012-10-15T00:00:00Z,40.0,0.023
2012-10-15T00:00:00Z,41.0,0.859
2012-10-15T00:00:00Z,42.0,1.075
2012-10-15T00:00:00Z,43.0,1.793
2012-10-15T00:00:00Z,44.0,0.487
2012-10-15T00:00:00Z,45.0,0.124
2012-10-15T00:00:00Z,46.0,0.372
2012-10-15T00:00:00Z,47.0,-0.374
2012-11-15T00:00:00Z,31.0,0.372
2012-11-15T00:00:00Z,32.0,0.114
2012-11-15T00:00:00Z,33.0,0.035
2012-11-15T00:00:00Z,34.0,0.012
2012-11-15T00:00:00Z,35.0,0.107
2012-11-15T00:00:00Z,36.0,0.289
2012-11-15T00:00:00Z,37.0,0.044
2012-11-15T00:00:00Z,38.0,-0.323
2012-11-15T00:00:00Z,39.0,-0.22
2012-11-15T00:00:00Z,40.0,-1.038
2012-11-15T00:00:00Z,41.0,-1.981
2012-11-15T00:00:00Z,42.0,-2.504
2012-11-15T00:00:00Z,43.0,-2.566
2012-11-15T00:00:00Z,44.0,-2.018
2012-11-15T00:00:00Z,45.0,-1.172
2012-11-15T00:00:00Z,46.0,-1.311
2012-11-15T00:00:00Z,47.0,-2.497
2012-12-15T00:00:00Z,31.0,1.255
2012-12-15T00:00:00Z,32.0,0.529
2012-12-15T00:00:00Z,33.0,0.279
2012-12-15T00:00:00Z,34.0,0.592
2012-12-15T00:00:00Z,35.0,1.281
2012-12-15T00:00:00Z,36.0,0.931
2012-12-15T00:00:00Z,37.0,0.568
2012-12-15T00:00:00Z,38.0,1.963
2012-12-15T00:00:00Z,39.0,1.887
2012-12-15T00:00:00Z,40.0,0.971
2012-12-15T00:00:00Z,41.0,-0.3
2012-12-15T00:00:00Z,42.0,-1.89
2012-12-15T00:00:00Z,43.0,-0.858
2012-12-15T00:00:00Z,44.0,-3.342
2012-12-15T00:00:00Z,45.0,-1.014
2012-12-15T00:00:00Z,46.0,-3.279
2012-12-15T00:00:00Z,47.0,-1.914
2013-01-15T00:00:00Z,31.0,1.646
2013-01-15T00:00:00Z,32.0,1.454
2013-01-15T00:00:00Z,33.0,2.054
2013-01-15T00:00:00Z,34.0,2.521
2013-01-15T00:00:00Z,35.0,6.726
2013-01-15T00:00:00Z,36.0,6.032
2013-01-15T00:00:00Z,37.0,8.218
2013-01-15T00:00:00Z,38.0,4.485
2013-01-15T00:00:00Z,39.0,7.699
2013-01-15T00:00:00Z,40.0,6.167
2013-01-15T00:00:00Z,41.0,4.179
2013-01-15T00:00:00Z,42.0,2.173
2013-01-15T00:00:00Z,43.0,3.357
2013-01-15T00:00:00Z,44.0,-2.632
2013-01-15T00:00:00Z,45.0,-0.335
2013-01-15T00:00:00Z,46.0,1.035
2013-01-15T00:00:00Z,47.0,0.557
2013-02-15T00:00:00Z,31.0,4.537
2013-02-15T00:00:00Z,32.0,2.794
2013-02-15T00:00:00Z,33.0,2.925
2013-02-15T00:00:00Z,34.0,6.513
2013-02-15T00:00:00Z,35.0,13.169
2013-02-15T00:00:00Z,36.0,13.269
2013-02-15T00:00:00Z,37.0,12.899
2013-02-15T00:00:00Z,38.0,17.369
2013-02-15T00:00:00Z,39.0,21.821
2013-02-15T00:00:00Z,40.0,20.15
2013-02-15T00:00:00Z,41.0,14.937
2013-02-15T00:00:00Z,42.0,12.054
2013-02-15T00:00:00Z,43.0,3.905
2013-02-15T00:00:00Z,44.0,1.036
2013-02-15T00:00:00Z,45.0,-0.963
2013-02-15T00:00:00Z,46.0,-1.544
2013-02-15T00:00:00Z,47.0,-0.983
2013-03-15T00:00:00Z,31.0,3.626
2013-03-15T00:00:00Z,32.0,1.773
2013-03-15T00:00:00Z,33.0,1.966
2013-03-15T00:00:00Z,34.0,5.762
2013-03-15T00:00:00Z,35.0,10.558
2013-03-15T00:00:00Z,36.0,11.219
2013-03-15T00:00:00Z,37.0,9.91
2013-03-15T00:00:00Z,38.0,12.425
2013-03-15T00:00:00Z,39.0,17.677
2013-03-15T00:00:00Z,40.0,12.592
2013-03-15T00:00:00Z,41.0,7.078
2013-03-15T00:00:00Z,42.0,7.215
2013-03-15T00:00:00Z,43.0,2.491
2013-03-15T00:00:00Z,44.0,-0.126
2013-03-15T00:00:00Z,45.0,-1.249
2013-03-15T00:00:00Z,46.0,-0.198
2013-03-15T00:00:00Z,47.0,-0.373
2013-04-15T00:00:00Z,31.0,5.065
2013-04-15T00:00:00Z,32.0,2.65
2013-04-15T00:00:00Z,33.0,3.977
2013-04-15T00:00:00Z,34.0,11.62
2013-04-15T00:00:00Z,35.0,19.282
2013-04-15T00:00:00Z,36.0,21.516
2013-04-15T00:00:00Z,37.0,20.3
2013-04-15T00:00:00Z,38.0,32.431
2013-04-15T00:00:00Z,39.0,41.843
2013-04-15T00:00:00Z,40.0,35.214
2013-04-15T00:00:00Z,41.0,23.641
2013-04-15T00:00:00Z,42.0,22.307
2013-04-15T00:00:00Z,43.0,9.357
2013-04-15T00:00:00Z,44.0,2.402
2013-04-15T00:00:00Z,45.0,1.51
2013-04-15T00:00:00Z,46.0,0.554
2013-04-15T00:00:00Z,47.0,1.29
2013-05-15T00:00:00Z,31.0,2.584
2013-05-15T00:00:00Z,32.0,1.559
2013-05-15T00:00:00Z,33.0,3.862
2013-05-15T00:00:00Z,34.0,12.002
2013-05-15T00:00:00Z,35.0,15.532
2013-05-15T00:00:00Z,36.0,19.902
2013-05-15T00:00:00Z,37.0,16.85
2013-05-15T00:00:00Z,38.0,16.247
2013-05-15T00:00:00Z,39.0,22.949
2013-05-15T00:00:00Z,40.0,20.393
2013-05-15T00:00:00Z,41.0,11.333
2013-05-15T00:00:00Z,42.0,13.796
2013-05-15T00:00:00Z,43.0,6.581
2013-05-15T00:00:00Z,44.0,3.541
2013-05-15T00:00:00Z,45.0,1.952
2013-05-15T00:00:00Z,46.0,0.908
2013-05-15T00:00:00Z,47.0,0.408
2013-06-15T00:00:00Z,31.0,2.323
2013-06-15T00:00:00Z,32.0,0.816
2013-06-15T00:00:00Z,33.0,2.351
2013-06-15T00:00:00Z,34.0,6.681
2013-06-15T00:00:00Z,35.0,12.393
2013-06-15T00:00:00Z,36.0,14.122
2013-06-15T00:00:00Z,37.0,11.988
2013-06-15T00:00:00Z,38.0,17.219
2013-06-15T00:00:00Z,39.0,26.28
2013-06-15T00:00:00Z,40.0,26.106
2013-06-15T00:00:00Z,41.0,17.242
2013-06-15T00:00:00Z,42.0,17.488
2013-06-15T00:00:00Z,43.0,8.337
2013-06-15T00:00:00Z,44.0,3.411
2013-06-15T00:00:00Z,45.0,1.265
2013-06-15T00:00:00Z,46.0,0.332
2013-06-15T00:00:00Z,47.0,0.6
2013-07-15T00:00:00Z,31.0,1.378
2013-07-15T00:00:00Z,32.0,0.594
2013-07-15T00:00:00Z,33.0,0.223
2013-07-15T00:00:00Z,34.0,2.135
2013-07-15T00:00:00Z,35.0,4.958
2013-07-15T00:00:00Z,36.0,5.523
2013-07-15T00:00:00Z,37.0,4.963
2013-07-15T00:00:00Z,38.0,13.095
2013-07-15T00:00:00Z,39.0,22.459
2013-07-15T00:00:00Z,40.0,30.687
2013-07-15T00:00:00Z,41.0,31.745
2013-07-15T00:00:00Z,42.0,28.209
2013-07-15T00:00:00Z,43.0,19.317
2013-07-15T00:00:00Z,44.0,11.145
2013-07-15T00:00:00Z,45.0,3.721
2013-07-15T00:00:00Z,46.0,2.176
2013-07-15T00:00:00Z,47.0,4.595
2013-08-15T00:00:00Z,31.0,2.007
2013-08-15T00:00:00Z,32.0,0.791
2013-08-15T00:00:00Z,33.0,0.33
2013-08-15T00:00:00Z,34.0,3.688
2013-08-15T00:00:00Z,35.0,4.649
2013-08-15T00:00:00Z,36.0,4.636
2013-08-15T00:00:00Z,37.0,5.38
2013-08-15T00:00:00Z,38.0,8.198
2013-08-15T00:00:00Z,39.0,8.687
2013-08-15T00:00:00Z,40.0,7.756
2013-08-15T00:00:00Z,41.0,3.386
2013-08-15T00:00:00Z,42.0,3.819
2013-08-15T00:00:00Z,43.0,3.803
2013-08-15T00:00:00Z,44.0,2.603
2013-08-15T00:00:00Z,45.0,1.599
2013-08-15T00:00:00Z,46.0,1.775
2013-08-15T00:00:00Z,47.0,0.63
2013-09-15T00:00:00Z,31.0,1.155
2013-09-15T00:00:00Z,32.0,0.338
2013-09-15T00:00:00Z,33.0,0.241
2013-09-15T00:00:00Z,34.0,3.168
2013-09-15T00:00:00Z,35.0,4.754
2013-09-15T00:00:00Z,36.0,4.591
2013-09-15T00:00:00Z,37.0,3.318
2013-09-15T00:00:00Z,38.0,4.421
2013-09-15T00:00:00Z,39.0,4.653
2013-09-15T00:00:00Z,40.0,3.106
2013-09-15T00:00:00Z,41.0,1.633
2013-09-15T00:00:00Z,42.0,1.945
2013-09-15T00:00:00Z,43.0,1.0
2013-09-15T00:00:00Z,44.0,0.199
2013-09-15T00:00:00Z,45.0,0.287
2013-09-15T00:00:00Z,46.0,0.358
2013-09-15T00:00:00Z,47.0,0.335
2013-10-15T00:00:00Z,31.0,0.669
2013-10-15T00:00:00Z,32.0,0.167
2013-10-15T00:00:00Z,33.0,0.015
2013-10-15T00:00:00Z,34.0,0.469
2013-10-15T00:00:00Z,35.0,2.719
2013-10-15T00:00:00Z,36.0,4.358
2013-10-15T00:00:00Z,37.0,5.333
2013-10-15T00:00:00Z,38.0,8.925
2013-10-15T00:00:00Z,39.0,10.806
2013-10-15T00:00:00Z,40.0,10.898
2013-10-15T00:00:00Z,41.0,6.797
2013-10-15T00:00:00Z,42.0,7.658
2013-10-15T00:00:00Z,43.0,4.203
2013-10-15T00:00:00Z,44.0,1.03
2013-10-15T00:00:00Z,45.0,0.287
2013-10-15T00:00:00Z,46.0,0.086
2013-10-15T00:00:00Z,47.0,0.061
2013-11-15T00:00:00Z,31.0,0.267
2013-11-15T00:00:00Z,32.0,0.119
2013-11-15T00:00:00Z,33.0,0.026
2013-11-15T00:00:00Z,34.0,0.127
2013-11-15T00:00:00Z,35.0,1.579
2013-11-15T00:00:00Z,36.0,2.322
2013-11-15T00:00:00Z,37.0,4.302
2013-11-15T00:00:00Z,38.0,6.477
2013-11-15T00:00:00Z,39.0,5.993
2013-11-15T00:00:00Z,40.0,4.101
2013-11-15T00:00:00Z,41.0,1.646
2013-11-15T00:00:00Z,42.0,2.859
2013-11-15T00:00:00Z,43.0,1.073
2013-11-15T00:00:00Z,44.0,0.617
2013-11-15T00:00:00Z,45.0,-0.212
2013-11-15T00:00:00Z,46.0,0.354
2013-11-15T00:00:00Z,47.0,-0.372
2013-12-15T00:00:00Z,31.0,0.528
2013-12-15T00:00:00Z,32.0,0.48
2013-12-15T00:00:00Z,33.0,0.262
2013-12-15T00:00:00Z,34.0,0.383
2013-12-15T00:00:00Z,35.0,2.71
2013-12-15T00:00:00Z,36.0,2.745
2013-12-15T00:00:00Z,37.0,5.733
2013-12-15T00:00:00Z,38.0,4.754
2013-12-15T00:00:00Z,39.0,10.575
2013-12-15T00:00:00Z,40.0,11.422
2013-12-15T00:00:00Z,41.0,8.657
2013-12-15T00:00:00Z,42.0,10.281
2013-12-15T00:00:00Z,43.0,7.29
2013-12-15T00:00:00Z,44.0,2.57
2013-12-15T00:00:00Z,45.0,-0.233
2013-12-15T00:00:00Z,46.0,1.835
2013-12-15T00:00:00Z,47.0,1.059
2014-01-15T00:00:00Z,31.0,0.15
2014-01-15T00:00:00Z,32.0,0.298
2014-01-15T00:00:00Z,33.0,0.128
2014-01-15T00:00:00Z,34.0,0.199
2014-01-15T00:00:00Z,35.0,1.82
2014-01-15T00:00:00Z,36.0,2.328
2014-01-15T00:00:00Z,37.0,2.116
2014-01-15T00:00:00Z,38.0,-0.488
2014-01-15T00:00:00Z,39.0,0.965
2014-01-15T00:00:00Z,40.0,2.075
2014-01-15T00:00:00Z,41.0,-2.205
2014-01-15T00:00:00Z,42.0,0.008
2014-01-15T00:00:00Z,43.0,-2.207
2014-01-15T00:00:00Z,44.0,-0.089
2014-01-15T00:00:00Z,45.0,-3.516
2014-01-15T00:00:00Z,46.0,0.917
2014-01-15T00:00:00Z,47.0,-2.799
2014-02-15T00:00:00Z,31.0,1.307
2014-02-15T00:00:00Z,32.0,0.754
2014-02-15T00:00:00Z,33.0,0.459
2014-02-15T00:00:00Z,34.0,1.456
2014-02-15T00:00:00Z,35.0,4.954
2014-02-15T00:00:00Z,36.0,3.937
2014-02-15T00:00:00Z,37.0,2.2
2014-02-15T00:00:00Z,38.0,1.321
2014-02-15T00:00:00Z,39.0,1.423
2014-02-15T00:00:00Z,40.0,-1.275
2014-02-15T00:00:00Z,41.0,-3.907
2014-02-15T00:00:00Z,42.0,-4.148
2014-02-15T00:00:00Z,43.0,-5.834
2014-02-15T00:00:00Z,44.0,-3.462
2014-02-15T00:00:00Z,45.0,-5.451
2014-02-15T00:00:00Z,46.0,-2.175
2014-02-15T00:00:00Z,47.0,-6.795
2014-03-15T00:00:00Z,31.0,2.314
2014-03-15T00:00:00Z,32.0,0.642
2014-03-15T00:00:00Z,33.0,0.402
2014-03-15T00:00:00Z,34.0,1.414
2014-03-15T00:00:00Z,35.0,2.158
2014-03-15T00:00:00Z,36.0,1.43
2014-03-15T00:00:00Z,37.0,0.51
2014-03-15T00:00:00Z,38.0,1.956
2014-03-15T00:00:00Z,39.0,3.836
2014-03-15T00:00:00Z,40.0,6.026
2014-03-15T00:00:00Z,41.0,3.573
2014-03-15T00:00:00Z,42.0,3.763
2014-03-15T00:00:00Z,43.0,1.21
2014-03-15T00:00:00Z,44.0,-1.267
2014-03-15T00:00:00Z,45.0,-3.749
2014-03-15T00:00:00Z,46.0,-1.086
2014-03-15T00:00:00Z,47.0,-2.29
2014-04-15T00:00:00Z,31.0,3.101
2014-04-15T00:00:00Z,32.0,1.22
2014-04-15T00:00:00Z,33.0,1.524
2014-04-15T00:00:00Z,34.0,5.591
2014-04-15T00:00:00Z,35.0,10.247
2014-04-15T00:00:00Z,36.0,8.401
2014-04-15T00:00:00Z,37.0,7.396
2014-04-15T00:00:00Z,38.0,9.833
2014-04-15T00:00:00Z,39.0,10.452
2014-04-15T00:00:00Z,40.0,10.334
2014-04-15T00:00:00Z,41.0,7.656
2014-04-15T00:00:00Z,42.0,5.544
2014-04-15T00:00:00Z,43.0,4.866
2014-04-15T00:00:00Z,44.0,0.847
2014-04-15T00:00:00Z,45.0,1.109
2014-04-15T00:00:00Z,46.0,0.214
2014-04-15T00:00:00Z,47.0,0.271
2014-05-15T00:00:00Z,31.0,1.056
2014-05-15T00:00:00Z,32.0,0.406
2014-05-15T00:00:00Z,33.0,0.694
2014-05-15T00:00:00Z,34.0,5.76
2014-05-15T00:00:00Z,35.0,12.828
2014-05-15T00:00:00Z,36.0,16.279
2014-05-15T00:00:00Z,37.0,15.202
2014-05-15T00:00:00Z,38.0,19.9
2014-05-15T00:00:00Z,39.0,22.189
2014-05-15T00:00:00Z,40.0,16.942
2014-05-15T00:00:00Z,41.0,10.033
2014-05-15T00:00:00Z,42.0,8.972
2014-05-15T00:00:00Z,43.0,4.385
2014-05-15T00:00:00Z,44.0,1.069
2014-05-15T00:00:00Z,45.0,0.306
2014-05-15T00:00:00Z,46.0,-0.079
2014-05-15T00:00:00Z,47.0,0.004
2014-06-15T00:00:00Z,31.0,0.886
2014-06-15T00:00:00Z,32.0,0.317
2014-06-15T00:00:00Z,33.0,0.206
2014-06-15T00:00:00Z,34.0,2.446
2014-06-15T00:00:00Z,35.0,8.154
2014-06-15T00:00:00Z,36.0,12.466
2014-06-15T00:00:00Z,37.0,11.879
2014-06-15T00:00:00Z,38.0,20.057
2014-06-15T00:00:00Z,39.0,34.233
2014-06-15T00:00:00Z,40.0,37.949
2014-06-15T00:00:00Z,41.0,34.822
2014-06-15T00:00:00Z,42.0,31.011
2014-06-15T00:00:00Z,43.0,13.361
2014-06-15T00:00:00Z,44.0,5.939
2014-06-15T00:00:00Z,45.0,1.656
2014-06-15T00:00:00Z,46.0,0.406
2014-06-15T00:00:00Z,47.0,1.302
2014-07-15T00:00:00Z,31.0,0.674
2014-07-15T00:00:00Z,32.0,0.169
2014-07-15T00:00:00Z,33.0,0.098
2014-07-15T00:00:00Z,34.0,0.296
2014-07-15T00:00:00Z,35.0,1.102
2014-07-15T00:00:00Z,36.0,1.911
2014-07-15T00:00:00Z,37.0,3.595
2014-07-15T00:00:00Z,38.0,5.973
2014-07-15T00:00:00Z,39.0,7.378
2014-07-15T00:00:00Z,40.0,8.649
2014-07-15T00:00:00Z,41.0,12.861
2014-07-15T00:00:00Z,42.0,13.633
2014-07-15T00:00:00Z,43.0,7.012
2014-07-15T00:00:00Z,44.0,3.687
2014-07-15T00:00:00Z,45.0,1.181
2014-07-15T00:00:00Z,46.0,0.94
2014-07-15T00:00:00Z,47.0,2.376
2014-08-15T00:00:00Z,31.0,0.775
2014-08-15T00:00:00Z,32.0,0.128
2014-08-15T00:00:00Z,33.0,0.006
2014-08-15T00:00:00Z,34.0,0.159
2014-08-15T00:00:00Z,35.0,0.49
2014-08-15T00:00:00Z,36.0,0.349
2014-08-15T00:00:00Z,37.0,1.809
2014-08-15T00:00:00Z,38.0,3.034
2014-08-15T00:00:00Z,39.0,11.138
2014-08-15T00:00:00Z,40.0,13.026
2014-08-15T00:00:00Z,41.0,10.414
2014-08-15T00:00:00Z,42.0,9.381
2014-08-15T00:00:00Z,43.0,4.811
2014-08-15T00:00:00Z,44.0,3.964
2014-08-15T00:00:00Z,45.0,1.375
2014-08-15T00:00:00Z,46.0,1.133
2014-08-15T00:00:00Z,47.0,2.831
2014-09-15T00:00:00Z,31.0,1.323
2014-09-15T00:00:00Z,32.0,0.146
2014-09-15T00:00:00Z,33.0,0.003
2014-09-15T00:00:00Z,34.0,0.088
2014-09-15T00:00:00Z,35.0,0.506
2014-09-15T00:00:00Z,36.0,0.216
2014-09-15T00:00:00Z,37.0,0.449
2014-09-15T00:00:00Z,38.0,1.433
2014-09-15T00:00:00Z,39.0,3.164
2014-09-15T00:00:00Z,40.0,2.99
2014-09-15T00:00:00Z,41.0,2.414
2014-09-15T00:00:00Z,42.0,1.343
2014-09-15T00:00:00Z,43.0,0.861
2014-09-15T00:00:00Z,44.0,0.921
2014-09-15T00:00:00Z,45.0,0.265
2014-09-15T00:00:00Z,46.0,0.271
2014-09-15T00:00:00Z,47.0,0.383
2014-10-15T00:00:00Z,31.0,0.734
2014-10-15T00:00:00Z,32.0,0.064
2014-10-15T00:00:00Z,33.0,0.001
2014-10-15T00:00:00Z,34.0,0.006
2014-10-15T00:00:00Z,35.0,0.118
2014-10-15T00:00:00Z,36.0,0.188
2014-10-15T00:00:00Z,37.0,0.315
2014-10-15T00:00:00Z,38.0,0.281
2014-10-15T00:00:00Z,39.0,0.632
2014-10-15T00:00:00Z,40.0,0.658
