time (UTC),latitude (degrees_north),BEUTI (mmol m-1 s-1)
2008-11-15T00:00:00Z,44.0,-2.217
2008-11-15T00:00:00Z,45.0,-1.025
2008-11-15T00:00:00Z,46.0,-0.901
2008-11-15T00:00:00Z,47.0,-2.778
2008-12-15T00:00:00Z,31.0,0.332
2008-12-15T00:00:00Z,32.0,0.527
2008-12-15T00:00:00Z,33.0,0.269
2008-12-15T00:00:00Z,34.0,0.586
2008-12-15T00:00:00Z,35.0,2.338
2008-12-15T00:00:00Z,36.0,1.83
2008-12-15T00:00:00Z,37.0,4.941
2008-12-15T00:00:00Z,38.0,1.746
2008-12-15T00:00:00Z,39.0,6.34
2008-12-15T00:00:00Z,40.0,6.221
2008-12-15T00:00:00Z,41.0,3.835
2008-12-15T00:00:00Z,42.0,1.911
2008-12-15T00:00:00Z,43.0,-0.173
2008-12-15T00:00:00Z,44.0,-0.735
2008-12-15T00:00:00Z,45.0,-0.92
2008-12-15T00:00:00Z,46.0,-0.642
2008-12-15T00:00:00Z,47.0,-3.751
2009-01-15T00:00:00Z,31.0,0.335
2009-01-15T00:00:00Z,32.0,0.87
2009-01-15T00:00:00Z,33.0,-0.171
2009-01-15T00:00:00Z,34.0,-0.15
2009-01-15T00:00:00Z,35.0,2.375
2009-01-15T00:00:00Z,36.0,2.391
2009-01-15T00:00:00Z,37.0,4.812
2009-01-15T00:00:00Z,38.0,1.871
2009-01-15T00:00:00Z,39.0,5.413
2009-01-15T00:00:00Z,40.0,4.769
2009-01-15T00:00:00Z,41.0,6.421
2009-01-15T00:00:00Z,42.0,4.96
2009-01-15T00:00:00Z,43.0,3.361
2009-01-15T00:00:00Z,44.0,-2.774
2009-01-15T00:00:00Z,45.0,0.529
2009-01-15T00:00:00Z,46.0,-0.544
2009-01-15T00:00:00Z,47.0,-4.249
2009-02-15T00:00:00Z,31.0,0.508
2009-02-15T00:00:00Z,32.0,0.946
2009-02-15T00:00:00Z,33.0,1.209
2009-02-15T00:00:00Z,34.0,0.94
2009-02-15T00:00:00Z,35.0,0.954
2009-02-15T00:00:00Z,36.0,-0.577
2009-02-15T00:00:00Z,37.0,-0.651
2009-02-15T00:00:00Z,38.0,-1.513
2009-02-15T00:00:00Z,39.0,-1.243
2009-02-15T00:00:00Z,40.0,-2.469
2009-02-15T00:00:00Z,41.0,-7.816
2009-02-15T00:00:00Z,42.0,-6.771
2009-02-15T00:00:00Z,43.0,-2.006
2009-02-15T00:00:00Z,44.0,-2.501
2009-02-15T00:00:00Z,45.0,0.501
2009-02-15T00:00:00Z,46.0,3.291
2009-02-15T00:00:00Z,47.0,-4.328
2009-03-15T00:00:00Z,31.0,2.096
2009-03-15T00:00:00Z,32.0,1.148
2009-03-15T00:00:00Z,33.0,1.365
2009-03-15T00:00:00Z,34.0,4.53
2009-03-15T00:00:00Z,35.0,11.754
2009-03-15T00:00:00Z,36.0,12.81
2009-03-15T00:00:00Z,37.0,20.156
2009-03-15T00:00:00Z,38.0,19.815
2009-03-15T00:00:00Z,39.0,26.478
2009-03-15T00:00:00Z,40.0,22.132
2009-03-15T00:00:00Z,41.0,12.428
2009-03-15T00:00:00Z,42.0,8.935
2009-03-15T00:00:00Z,43.0,2.479
2009-03-15T00:00:00Z,44.0,-2.829
2009-03-15T00:00:00Z,45.0,1.458
2009-03-15T00:00:00Z,46.0,0.318
2009-03-15T00:00:00Z,47.0,-1.181
2009-04-15T00:00:00Z,31.0,2.869
2009-04-15T00:00:00Z,32.0,2.014
2009-04-15T00:00:00Z,33.0,1.965
2009-04-15T00:00:00Z,34.0,10.755
2009-04-15T00:00:00Z,35.0,21.234
2009-04-15T00:00:00Z,36.0,23.692
2009-04-15T00:00:00Z,37.0,23.403
2009-04-15T00:00:00Z,38.0,20.036
2009-04-15T00:00:00Z,39.0,27.489
2009-04-15T00:00:00Z,40.0,24.908
2009-04-15T00:00:00Z,41.0,16.77
2009-04-15T00:00:00Z,42.0,23.264
2009-04-15T00:00:00Z,43.0,15.406
2009-04-15T00:00:00Z,44.0,2.835
2009-04-15T00:00:00Z,45.0,5.814
2009-04-15T00:00:00Z,46.0,1.627
2009-04-15T00:00:00Z,47.0,4.006
2009-05-15T00:00:00Z,31.0,1.528
2009-05-15T00:00:00Z,32.0,1.429
2009-05-15T00:00:00Z,33.0,0.755
2009-05-15T00:00:00Z,34.0,4.861
2009-05-15T00:00:00Z,35.0,9.645
2009-05-15T00:00:00Z,36.0,11.23
2009-05-15T00:00:00Z,37.0,13.58
2009-05-15T00:00:00Z,38.0,17.238
2009-05-15T00:00:00Z,39.0,26.164
2009-05-15T00:00:00Z,40.0,30.847
2009-05-15T00:00:00Z,41.0,11.786
2009-05-15T00:00:00Z,42.0,16.019
2009-05-15T00:00:00Z,43.0,12.541
2009-05-15T00:00:00Z,44.0,1.088
2009-05-15T00:00:00Z,45.0,4.815
2009-05-15T00:00:00Z,46.0,1.944
2009-05-15T00:00:00Z,47.0,0.973
2009-06-15T00:00:00Z,31.0,1.183
2009-06-15T00:00:00Z,32.0,0.605
2009-06-15T00:00:00Z,33.0,0.379
2009-06-15T00:00:00Z,34.0,1.259
2009-06-15T00:00:00Z,35.0,2.317
2009-06-15T00:00:00Z,36.0,4.731
2009-06-15T00:00:00Z,37.0,5.278
2009-06-15T00:00:00Z,38.0,7.954
2009-06-15T00:00:00Z,39.0,15.854
2009-06-15T00:00:00Z,40.0,16.252
2009-06-15T00:00:00Z,41.0,11.335
2009-06-15T00:00:00Z,42.0,11.323
2009-06-15T00:00:00Z,43.0,5.192
2009-06-15T00:00:00Z,44.0,2.898
2009-06-15T00:00:00Z,45.0,2.868
2009-06-15T00:00:00Z,46.0,0.879
2009-06-15T00:00:00Z,47.0,0.514
2009-07-15T00:00:00Z,31.0,0.518
2009-07-15T00:00:00Z,32.0,0.178
2009-07-15T00:00:00Z,33.0,0.025
2009-07-15T00:00:00Z,34.0,0.411
2009-07-15T00:00:00Z,35.0,2.62
2009-07-15T00:00:00Z,36.0,4.645
2009-07-15T00:00:00Z,37.0,4.909
2009-07-15T00:00:00Z,38.0,5.978
2009-07-15T00:00:00Z,39.0,13.123
2009-07-15T00:00:00Z,40.0,10.678
2009-07-15T00:00:00Z,41.0,16.187
2009-07-15T00:00:00Z,42.0,14.985
2009-07-15T00:00:00Z,43.0,12.565
2009-07-15T00:00:00Z,44.0,7.908
2009-07-15T00:00:00Z,45.0,4.598
2009-07-15T00:00:00Z,46.0,1.39
2009-07-15T00:00:00Z,47.0,1.245
2009-08-15T00:00:00Z,31.0,0.673
2009-08-15T00:00:00Z,32.0,0.164
2009-08-15T00:00:00Z,33.0,0.02
2009-08-15T00:00:00Z,34.0,0.389
2009-08-15T00:00:00Z,35.0,1.023
2009-08-15T00:00:00Z,36.0,1.628
2009-08-15T00:00:00Z,37.0,2.826
2009-08-15T00:00:00Z,38.0,3.298
2009-08-15T00:00:00Z,39.0,5.684
2009-08-15T00:00:00Z,40.0,5.887
2009-08-15T00:00:00Z,41.0,6.177
2009-08-15T00:00:00Z,42.0,6.607
2009-08-15T00:00:00Z,43.0,2.91
2009-08-15T00:00:00Z,44.0,1.868
2009-08-15T00:00:00Z,45.0,1.492
2009-08-15T00:00:00Z,46.0,0.426
2009-08-15T00:00:00Z,47.0,0.401
2009-09-15T00:00:00Z,31.0,0.587
2009-09-15T00:00:00Z,32.0,0.126
2009-09-15T00:00:00Z,33.0,0.018
2009-09-15T00:00:00Z,34.0,0.112
2009-09-15T00:00:00Z,35.0,0.84
2009-09-15T00:00:00Z,36.0,1.539
2009-09-15T00:00:00Z,37.0,1.929
2009-09-15T00:00:00Z,38.0,2.805
2009-09-15T00:00:00Z,39.0,3.422
2009-09-15T00:00:00Z,40.0,3.716
2009-09-15T00:00:00Z,41.0,2.58
2009-09-15T00:00:00Z,42.0,1.814
2009-09-15T00:00:00Z,43.0,1.185
2009-09-15T00:00:00Z,44.0,0.011
2009-09-15T00:00:00Z,45.0,-0.021
2009-09-15T00:00:00Z,46.0,-0.023
2009-09-15T00:00:00Z,47.0,-0.003
2009-10-15T00:00:00Z,31.0,0.46
2009-10-15T00:00:00Z,32.0,0.15
2009-10-15T00:00:00Z,33.0,0.017
2009-10-15T00:00:00Z,34.0,0.299
2009-10-15T00:00:00Z,35.0,1.18
2009-10-15T00:00:00Z,36.0,2.891
2009-10-15T00:00:00Z,37.0,4.359
2009-10-15T00:00:00Z,38.0,7.12
2009-10-15T00:00:00Z,39.0,9.848
2009-10-15T00:00:00Z,40.0,9.259
2009-10-15T00:00:00Z,41.0,5.778
2009-10-15T00:00:00Z,42.0,4.518
2009-10-15T00:00:00Z,43.0,2.425
2009-10-15T00:00:00Z,44.0,-0.642
2009-10-15T00:00:00Z,45.0,0.008
2009-10-15T00:00:00Z,46.0,0.028
2009-10-15T00:00:00Z,47.0,-0.035
2009-11-15T00:00:00Z,31.0,0.482
2009-11-15T00:00:00Z,32.0,0.115
2009-11-15T00:00:00Z,33.0,0.076
2009-11-15T00:00:00Z,34.0,0.65
2009-11-15T00:00:00Z,35.0,3.17
2009-11-15T00:00:00Z,36.0,4.657
2009-11-15T00:00:00Z,37.0,6.714
2009-11-15T00:00:00Z,38.0,4.602
2009-11-15T00:00:00Z,39.0,7.944
2009-11-15T00:00:00Z,40.0,3.961
2009-11-15T00:00:00Z,41.0,1.441
2009-11-15T00:00:00Z,42.0,0.264
2009-11-15T00:00:00Z,43.0,-1.58
2009-11-15T00:00:00Z,44.0,-2.649
2009-11-15T00:00:00Z,45.0,-1.8
2009-11-15T00:00:00Z,46.0,-0.512
2009-11-15T00:00:00Z,47.0,-1.619
2009-12-15T00:00:00Z,31.0,0.513
2009-12-15T00:00:00Z,32.0,0.242
2009-12-15T00:00:00Z,33.0,0.237
2009-12-15T00:00:00Z,34.0,0.178
2009-12-15T00:00:00Z,35.0,-1.567
2009-12-15T00:00:00Z,36.0,-0.428
2009-12-15T00:00:00Z,37.0,-3.65
2009-12-15T00:00:00Z,38.0,-0.067
2009-12-15T00:00:00Z,39.0,-1.357
2009-12-15T00:00:00Z,40.0,-0.468
2009-12-15T00:00:00Z,41.0,-5.607
2009-12-15T00:00:00Z,42.0,-1.859
2009-12-15T00:00:00Z,43.0,-4.011
2009-12-15T00:00:00Z,44.0,-5.188
2009-12-15T00:00:00Z,45.0,-4.174
2009-12-15T00:00:00Z,46.0,-3.092
2009-12-15T00:00:00Z,47.0,-8.728
2010-01-15T00:00:00Z,31.0,-0.044
2010-01-15T00:00:00Z,32.0,0.033
2010-01-15T00:00:00Z,33.0,0.262
2010-01-15T00:00:00Z,34.0,-0.328
2010-01-15T00:00:00Z,35.0,-0.305
2010-01-15T00:00:00Z,36.0,-0.668
2010-01-15T00:00:00Z,37.0,-2.691
2010-01-15T00:00:00Z,38.0,-4.034
2010-01-15T00:00:00Z,39.0,-2.49
2010-01-15T00:00:00Z,40.0,-6.868
2010-01-15T00:00:00Z,41.0,-16.158
2010-01-15T00:00:00Z,42.0,-13.755
2010-01-15T00:00:00Z,43.0,-12.727
2010-01-15T00:00:00Z,44.0,-8.368
2010-01-15T00:00:00Z,45.0,-9.561
2010-01-15T00:00:00Z,46.0,-3.687
2010-01-15T00:00:00Z,47.0,-21.08
2010-02-15T00:00:00Z,31.0,0.946
2010-02-15T00:00:00Z,32.0,0.487
2010-02-15T00:00:00Z,33.0,0.385
2010-02-15T00:00:00Z,34.0,0.558
2010-02-15T00:00:00Z,35.0,0.665
2010-02-15T00:00:00Z,36.0,1.351
2010-02-15T00:00:00Z,37.0,-0.133
2010-02-15T00:00:00Z,38.0,-1.401
2010-02-15T00:00:00Z,39.0,0.826
2010-02-15T00:00:00Z,40.0,1.774
2010-02-15T00:00:00Z,41.0,-3.28
2010-02-15T00:00:00Z,42.0,-2.039
2010-02-15T00:00:00Z,43.0,-7.498
2010-02-15T00:00:00Z,44.0,-1.591
2010-02-15T00:00:00Z,45.0,-1.632
2010-02-15T00:00:00Z,46.0,-1.536
2010-02-15T00:00:00Z,47.0,-7.999
2010-03-15T00:00:00Z,31.0,2.23
2010-03-15T00:00:00Z,32.0,1.041
2010-03-15T00:00:00Z,33.0,1.225
2010-03-15T00:00:00Z,34.0,4.18
2010-03-15T00:00:00Z,35.0,7.126
2010-03-15T00:00:00Z,36.0,9.572
2010-03-15T00:00:00Z,37.0,7.259
2010-03-15T00:00:00Z,38.0,5.354
2010-03-15T00:00:00Z,39.0,8.798
2010-03-15T00:00:00Z,40.0,6.745
2010-03-15T00:00:00Z,41.0,0.089
2010-03-15T00:00:00Z,42.0,2.204
2010-03-15T00:00:00Z,43.0,-3.436
2010-03-15T00:00:00Z,44.0,-2.548
2010-03-15T00:00:00Z,45.0,-1.151
2010-03-15T00:00:00Z,46.0,0.138
2010-03-15T00:00:00Z,47.0,-4.772
2010-04-15T00:00:00Z,31.0,2.729
2010-04-15T00:00:00Z,32.0,1.415
2010-04-15T00:00:00Z,33.0,1.925
2010-04-15T00:00:00Z,34.0,6.638
2010-04-15T00:00:00Z,35.0,10.308
2010-04-15T00:00:00Z,36.0,10.231
2010-04-15T00:00:00Z,37.0,13.229
2010-04-15T00:00:00Z,38.0,14.755
2010-04-15T00:00:00Z,39.0,20.924
2010-04-15T00:00:00Z,40.0,15.751
2010-04-15T00:00:00Z,41.0,6.702
2010-04-15T00:00:00Z,42.0,7.53
2010-04-15T00:00:00Z,43.0,2.418
2010-04-15T00:00:00Z,44.0,-1.785
2010-04-15T00:00:00Z,45.0,0.72
2010-04-15T00:00:00Z,46.0,0.908
2010-04-15T00:00:00Z,47.0,-0.796
2010-05-15T00:00:00Z,31.0,3.915
2010-05-15T00:00:00Z,32.0,1.643
2010-05-15T00:00:00Z,33.0,1.769
2010-05-15T00:00:00Z,34.0,10.441
2010-05-15T00:00:00Z,35.0,19.127
2010-05-15T00:00:00Z,36.0,21.348
2010-05-15T00:00:00Z,37.0,22.709
2010-05-15T00:00:00Z,38.0,17.398
2010-05-15T00:00:00Z,39.0,18.487
2010-05-15T00:00:00Z,40.0,14.504
2010-05-15T00:00:00Z,41.0,8.31
2010-05-15T00:00:00Z,42.0,8.967
2010-05-15T00:00:00Z,43.0,4.001
2010-05-15T00:00:00Z,44.0,-0.032
2010-05-15T00:00:00Z,45.0,1.197
2010-05-15T00:00:00Z,46.0,-0.042
2010-05-15T00:00:00Z,47.0,0.257
2010-06-15T00:00:00Z,31.0,1.497
2010-06-15T00:00:00Z,32.0,2.436
2010-06-15T00:00:00Z,33.0,2.112
2010-06-15T00:00:00Z,34.0,5.337
2010-06-15T00:00:00Z,35.0,16.138
2010-06-15T00:00:00Z,36.0,16.467
2010-06-15T00:00:00Z,37.0,22.481
2010-06-15T00:00:00Z,38.0,23.533
2010-06-15T00:00:00Z,39.0,31.701
2010-06-15T00:00:00Z,40.0,25.298
2010-06-15T00:00:00Z,41.0,15.512
2010-06-15T00:00:00Z,42.0,14.303
2010-06-15T00:00:00Z,43.0,5.926
2010-06-15T00:00:00Z,44.0,1.097
2010-06-15T00:00:00Z,45.0,0.482
2010-06-15T00:00:00Z,46.0,0.207
2010-06-15T00:00:00Z,47.0,0.218
2010-07-15T00:00:00Z,31.0,0.956
2010-07-15T00:00:00Z,32.0,0.731
2010-07-15T00:00:00Z,33.0,0.592
2010-07-15T00:00:00Z,34.0,2.063
2010-07-15T00:00:00Z,35.0,4.561
2010-07-15T00:00:00Z,36.0,5.647
2010-07-15T00:00:00Z,37.0,6.82
2010-07-15T00:00:00Z,38.0,13.033
2010-07-15T00:00:00Z,39.0,26.393
2010-07-15T00:00:00Z,40.0,28.127
2010-07-15T00:00:00Z,41.0,34.115
2010-07-15T00:00:00Z,42.0,33.695
2010-07-15T00:00:00Z,43.0,31.953
2010-07-15T00:00:00Z,44.0,15.631
2010-07-15T00:00:00Z,45.0,6.774
2010-07-15T00:00:00Z,46.0,4.15
2010-07-15T00:00:00Z,47.0,4.198
2010-08-15T00:00:00Z,31.0,0.831
2010-08-15T00:00:00Z,32.0,0.508
2010-08-15T00:00:00Z,33.0,0.119
2010-08-15T00:00:00Z,34.0,2.13
2010-08-15T00:00:00Z,35.0,4.92
2010-08-15T00:00:00Z,36.0,4.828
2010-08-15T00:00:00Z,37.0,7.902
2010-08-15T00:00:00Z,38.0,10.554
2010-08-15T00:00:00Z,39.0,18.372
2010-08-15T00:00:00Z,40.0,19.743
2010-08-15T00:00:00Z,41.0,8.127
2010-08-15T00:00:00Z,42.0,11.979
2010-08-15T00:00:00Z,43.0,9.604
2010-08-15T00:00:00Z,44.0,3.376
2010-08-15T00:00:00Z,45.0,2.789
2010-08-15T00:00:00Z,46.0,2.151
2010-08-15T00:00:00Z,47.0,1.634
2010-09-15T00:00:00Z,31.0,0.647
2010-09-15T00:00:00Z,32.0,0.23
2010-09-15T00:00:00Z,33.0,0.091
2010-09-15T00:00:00Z,34.0,1.078
2010-09-15T00:00:00Z,35.0,2.156
2010-09-15T00:00:00Z,36.0,3.063
2010-09-15T00:00:00Z,37.0,4.013
2010-09-15T00:00:00Z,38.0,3.052
2010-09-15T00:00:00Z,39.0,5.376
2010-09-15T00:00:00Z,40.0,4.93
2010-09-15T00:00:00Z,41.0,2.34
2010-09-15T00:00:00Z,42.0,3.322
2010-09-15T00:00:00Z,43.0,1.384
2010-09-15T00:00:00Z,44.0,-0.294
2010-09-15T00:00:00Z,45.0,-0.018
2010-09-15T00:00:00Z,46.0,0.09
2010-09-15T00:00:00Z,47.0,-0.195
2010-10-15T00:00:00Z,31.0,0.471
2010-10-15T00:00:00Z,32.0,0.088
2010-10-15T00:00:00Z,33.0,0.046
2010-10-15T00:00:00Z,34.0,0.29
2010-10-15T00:00:00Z,35.0,0.522
2010-10-15T00:00:00Z,36.0,0.742
2010-10-15T00:00:00Z,37.0,0.909
2010-10-15T00:00:00Z,38.0,2.298
2010-10-15T00:00:00Z,39.0,4.444
2010-10-15T00:00:00Z,40.0,3.744
2010-10-15T00:00:00Z,41.0,1.234
2010-10-15T00:00:00Z,42.0,1.116
2010-10-15T00:00:00Z,43.0,-0.918
2010-10-15T00:00:00Z,44.0,-0.391
2010-10-15T00:00:00Z,45.0,-0.035
2010-10-15T00:00:00Z,46.0,0.01
2010-10-15T00:00:00Z,47.0,-0.006
2010-11-15T00:00:00Z,31.0,0.359
2010-11-15T00:00:00Z,32.0,0.563
2010-11-15T00:00:00Z,33.0,0.575
2010-11-15T00:00:00Z,34.0,1.082
2010-11-15T00:00:00Z,35.0,2.28
2010-11-15T00:00:00Z,36.0,3.143
2010-11-15T00:00:00Z,37.0,5.625
2010-11-15T00:00:00Z,38.0,4.001
2010-11-15T00:00:00Z,39.0,6.146
2010-11-15T00:00:00Z,40.0,2.766
2010-11-15T00:00:00Z,41.0,0.29
2010-11-15T00:00:00Z,42.0,-2.269
2010-11-15T00:00:00Z,43.0,-2.652
2010-11-15T00:00:00Z,44.0,-1.738
2010-11-15T00:00:00Z,45.0,-0.99
2010-11-15T00:00:00Z,46.0,-0.469
2010-11-15T00:00:00Z,47.0,-1.637
2010-12-15T00:00:00Z,31.0,0.484
2010-12-15T00:00:00Z,32.0,-0.655
2010-12-15T00:00:00Z,33.0,0.76
2010-12-15T00:00:00Z,34.0,0.908
2010-12-15T00:00:00Z,35.0,-1.202
2010-12-15T00:00:00Z,36.0,-1.748
2010-12-15T00:00:00Z,37.0,-3.141
2010-12-15T00:00:00Z,38.0,-2.732
2010-12-15T00:00:00Z,39.0,-3.95
2010-12-15T00:00:00Z,40.0,-7.068
2010-12-15T00:00:00Z,41.0,-13.368
2010-12-15T00:00:00Z,42.0,-10.566
2010-12-15T00:00:00Z,43.0,-11.105
2010-12-15T00:00:00Z,44.0,-8.013
2010-12-15T00:00:00Z,45.0,-9.392
2010-12-15T00:00:00Z,46.0,-3.719
2010-12-15T00:00:00Z,47.0,-12.629
2011-01-15T00:00:00Z,31.0,-0.359
2011-01-15T00:00:00Z,32.0,-0.682
2011-01-15T00:00:00Z,33.0,-0.425
2011-01-15T00:00:00Z,34.0,-0.577
2011-01-15T00:00:00Z,35.0,3.252
2011-01-15T00:00:00Z,36.0,2.04
2011-01-15T00:00:00Z,37.0,5.127
2011-01-15T00:00:00Z,38.0,5.171
2011-01-15T00:00:00Z,39.0,5.237
2011-01-15T00:00:00Z,40.0,4.891
2011-01-15T00:00:00Z,41.0,-0.165
2011-01-15T00:00:00Z,42.0,1.192
2011-01-15T00:00:00Z,43.0,-3.555
2011-01-15T00:00:00Z,44.0,-3.669
2011-01-15T00:00:00Z,45.0,0.121
2011-01-15T00:00:00Z,46.0,-2.586
2011-01-15T00:00:00Z,47.0,-6.79
2011-02-15T00:00:00Z,31.0,0.035
2011-02-15T00:00:00Z,32.0,0.111
2011-02-15T00:00:00Z,33.0,0.872
2011-02-15T00:00:00Z,34.0,0.496
2011-02-15T00:00:00Z,35.0,2.293
2011-02-15T00:00:00Z,36.0,2.628
2011-02-15T00:00:00Z,37.0,6.293
2011-02-15T00:00:00Z,38.0,4.748
2011-02-15T00:00:00Z,39.0,7.107
2011-02-15T00:00:00Z,40.0,4.646
2011-02-15T00:00:00Z,41.0,6.243
2011-02-15T00:00:00Z,42.0,4.429
2011-02-15T00:00:00Z,43.0,1.861
2011-02-15T00:00:00Z,44.0,-1.811
2011-02-15T00:00:00Z,45.0,1.85
2011-02-15T00:00:00Z,46.0,0.394
2011-02-15T00:00:00Z,47.0,-0.113
2011-03-15T00:00:00Z,31.0,3.988
2011-03-15T00:00:00Z,32.0,2.038
2011-03-15T00:00:00Z,33.0,1.945
2011-03-15T00:00:00Z,34.0,3.637
2011-03-15T00:00:00Z,35.0,5.525
2011-03-15T00:00:00Z,36.0,4.505
2011-03-15T00:00:00Z,37.0,1.707
2011-03-15T00:00:00Z,38.0,1.375
2011-03-15T00:00:00Z,39.0,-1.285
2011-03-15T00:00:00Z,40.0,-5.714
2011-03-15T00:00:00Z,41.0,-7.931
2011-03-15T00:00:00Z,42.0,-6.235
2011-03-15T00:00:00Z,43.0,-9.353
2011-03-15T00:00:00Z,44.0,-4.081
2011-03-15T00:00:00Z,45.0,-8.544
2011-03-15T00:00:00Z,46.0,-2.237
2011-03-15T00:00:00Z,47.0,-18.572
2011-04-15T00:00:00Z,31.0,3.675
2011-04-15T00:00:00Z,32.0,1.882
2011-04-15T00:00:00Z,33.0,1.254
2011-04-15T00:00:00Z,34.0,8.363
2011-04-15T00:00:00Z,35.0,15.436
2011-04-15T00:00:00Z,36.0,12.69
2011-04-15T00:00:00Z,37.0,15.664
2011-04-15T00:00:00Z,38.0,13.929
2011-04-15T00:00:00Z,39.0,16.158
2011-04-15T00:00:00Z,40.0,18.525
2011-04-15T00:00:00Z,41.0,9.53
2011-04-15T00:00:00Z,42.0,12.392
2011-04-15T00:00:00Z,43.0,8.747
2011-04-15T00:00:00Z,44.0,-0.243
2011-04-15T00:00:00Z,45.0,3.24
2011-04-15T00:00:00Z,46.0,1.164
2011-04-15T00:00:00Z,47.0,1.385
2011-05-15T00:00:00Z,31.0,2.791
2011-05-15T00:00:00Z,32.0,1.317
2011-05-15T00:00:00Z,33.0,1.377
2011-05-15T00:00:00Z,34.0,10.182
2011-05-15T00:00:00Z,35.0,11.44
2011-05-15T00:00:00Z,36.0,13.235
2011-05-15T00:00:00Z,37.0,15.616
2011-05-15T00:00:00Z,38.0,14.716
2011-05-15T00:00:00Z,39.0,24.877
2011-05-15T00:00:00Z,40.0,18.855
2011-05-15T00:00:00Z,41.0,12.032
2011-05-15T00:00:00Z,42.0,10.161
2011-05-15T00:00:00Z,43.0,7.293
2011-05-15T00:00:00Z,44.0,0.064
2011-05-15T00:00:00Z,45.0,0.8
2011-05-15T00:00:00Z,46.0,0.293
2011-05-15T00:00:00Z,47.0,0.643
2011-06-15T00:00:00Z,31.0,1.106
2011-06-15T00:00:00Z,32.0,0.99
2011-06-15T00:00:00Z,33.0,0.572
2011-06-15T00:00:00Z,34.0,4.109
2011-06-15T00:00:00Z,35.0,11.463
2011-06-15T00:00:00Z,36.0,11.273
2011-06-15T00:00:00Z,37.0,15.948
2011-06-15T00:00:00Z,38.0,16.443
2011-06-15T00:00:00Z,39.0,26.033
2011-06-15T00:00:00Z,40.0,23.744
2011-06-15T00:00:00Z,41.0,10.667
2011-06-15T00:00:00Z,42.0,12.654
2011-06-15T00:00:00Z,43.0,4.386
2011-06-15T00:00:00Z,44.0,1.27
2011-06-15T00:00:00Z,45.0,0.993
2011-06-15T00:00:00Z,46.0,0.421
2011-06-15T00:00:00Z,47.0,0.528
2011-07-15T00:00:00Z,31.0,0.969
2011-07-15T00:00:00Z,32.0,0.508
2011-07-15T00:00:00Z,33.0,0.086
2011-07-15T00:00:00Z,34.0,0.767
2011-07-15T00:00:00Z,35.0,3.255
2011-07-15T00:00:00Z,36.0,4.658
2011-07-15T00:00:00Z,37.0,7.106
2011-07-15T00:00:00Z,38.0,6.981
2011-07-15T00:00:00Z,39.0,18.616
2011-07-15T00:00:00Z,40.0,14.942
2011-07-15T00:00:00Z,41.0,10.651
2011-07-15T00:00:00Z,42.0,11.677
2011-07-15T00:00:00Z,43.0,8.127
2011-07-15T00:00:00Z,44.0,4.351
2011-07-15T00:00:00Z,45.0,2.693
2011-07-15T00:00:00Z,46.0,2.456
2011-07-15T00:00:00Z,47.0,3.205
2011-08-15T00:00:00Z,31.0,0.685
2011-08-15T00:00:00Z,32.0,0.335
2011-08-15T00:00:00Z,33.0,0.048
2011-08-15T00:00:00Z,34.0,0.435
2011-08-15T00:00:00Z,35.0,2.315
2011-08-15T00:00:00Z,36.0,3.131
2011-08-15T00:00:00Z,37.0,6.836
2011-08-15T00:00:00Z,38.0,9.161
2011-08-15T00:00:00Z,39.0,12.855
2011-08-15T00:00:00Z,40.0,9.968
2011-08-15T00:00:00Z,41.0,7.511
2011-08-15T00:00:00Z,42.0,7.049
2011-08-15T00:00:00Z,43.0,2.891
2011-08-15T00:00:00Z,44.0,1.781
2011-08-15T00:00:00Z,45.0,2.12
2011-08-15T00:00:00Z,46.0,1.672
2011-08-15T00:00:00Z,47.0,2.445
2011-09-15T00:00:00Z,31.0,0.5
2011-09-15T00:00:00Z,32.0,0.239
2011-09-15T00:00:00Z,33.0,0.032
2011-09-15T00:00:00Z,34.0,0.158
2011-09-15T00:00:00Z,35.0,0.49
2011-09-15T00:00:00Z,36.0,0.506
2011-09-15T00:00:00Z,37.0,1.963
2011-09-15T00:00:00Z,38.0,3.338
2011-09-15T00:00:00Z,39.0,4.337
2011-09-15T00:00:00Z,40.0,6.5
2011-09-15T00:00:00Z,41.0,4.883
2011-09-15T00:00:00Z,42.0,4.585
2011-09-15T00:00:00Z,43.0,3.489
2011-09-15T00:00:00Z,44.0,1.756
2011-09-15T00:00:00Z,45.0,0.553
2011-09-15T00:00:00Z,46.0,0.448
2011-09-15T00:00:00Z,47.0,0.175
2011-10-15T00:00:00Z,31.0,0.569
2011-10-15T00:00:00Z,32.0,0.196
2011-10-15T00:00:00Z,33.0,0.071
2011-10-15T00:00:00Z,34.0,0.199
2011-10-15T00:00:00Z,35.0,0.687
2011-10-15T00:00:00Z,36.0,0.681
2011-10-15T00:00:00Z,37.0,1.583
2011-10-15T00:00:00Z,38.0,1.931
2011-10-15T00:00:00Z,39.0,3.399
2011-10-15T00:00:00Z,40.0,4.812
2011-10-15T00:00:00Z,41.0,4.189
2011-10-15T00:00:00Z,42.0,2.451
2011-10-15T00:00:00Z,43.0,0.87
2011-10-15T00:00:00Z,44.0,0.048
2011-10-15T00:00:00Z,45.0,0.011
2011-10-15T00:00:00Z,46.0,-0.0
2011-10-15T00:00:00Z,47.0,0.0
2011-11-15T00:00:00Z,31.0,0.047
2011-11-15T00:00:00Z,32.0,0.16
